Region,Category,Country,Group,Summary,TSC,Date,Type
AP,,Hong Kong,Deskside,RE: RE: Managing Delegates to Ice Pang,Y,02-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,22-09-2022,Incident
AP,,Hong Kong,Deskside,Application Issue - Sharepoint - [Boris],Y,04-09-2022,Incident
AP,Hardware,Hong Kong,Deskside,Hardware Issue - Bitlocker ,Y,06-09-2022,Incident
AP,,Australia,Deskside,Reported Issue - Application - techZone - AP | Condeco registration,Y,07-09-2022,Incident
AM,Access,Canada,Deskside,drive access issues  ,Y,02-09-2022,Incident
AP,Email,Singapore,Deskside,Reported Issue - Application - Outlook (desktop),Y,05-09-2022,Incident
AP,Email,Australia,Deskside,Outlook crashing,Y,04-09-2022,Incident
AP,M365,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,07-09-2022,Incident
AP,Hardware,India,Deskside,Hardware Troubleshooting,Y,13-09-2022,Incident
AP,Password,India,Deskside,Password management issue,Y,12-09-2022,Incident
AP,Network,India,Deskside,Network Issues,Y,05-09-2022,Incident
AP,,India,Deskside,Excel AddIns Issue,Y,09-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop is not equipped with touchscreen capability,Y,02-09-2022,Incident
AM,Network,United States,Deskside,Network Account- Computer Sync,Y,02-09-2022,Incident
AM,Email,United States,Deskside,Outlook and Teams does not work on computer,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,Adam Householder-Hardware Issue - Laptop Not starting / HARD DOWN / URGENT,Y,21-09-2022,Incident
AM,,United States,Deskside,Software - LogMeIn software installation ,Y,02-09-2022,Incident
AM,,United States,Deskside,Gregory Gibson - JLLAdobe DC Pro Install and setup - LAR issue ,Y,13-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Unable to remote into JLL Laptop from Personal desktop,Y,06-09-2022,Incident
AM,Network,Canada,Deskside,Network Account - Off Network Computer Login Issue,Y,05-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Monitor not working on a MAC laptop,Y,05-09-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Audio issue,Y,05-09-2022,Incident
AM,,United States,Deskside,URGENT Google Earth Application Issues,Y,15-09-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Keyboard letters missing,Y,05-09-2022,Incident
AM,Laptop,United States,Deskside,Hard Down / Hardware Issue - Laptop constantly shutting down and image gets pixelated Replacement laptop will be issued ST B2KH0F3,Y,13-09-2022,Incident
AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop mouse performance issues,Y,28-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,02-09-2022,Incident
AM,,United States,Deskside,Local Admin Rights - Unable to install applications,Y,07-09-2022,Incident
AM,M365,United States,Deskside,Microsoft Office - License issues.,Y,05-09-2022,Incident
AM,Access,United States,Deskside,BAC Network Drive - Access Sync Issue - on goinig issue,Y,18-10-2022,Incident
AM,Windows / OS,United States,Deskside,Software / Docker Desktop - Application Issues.,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop is worn and weathered,Y,08-11-2022,Incident
AM,Printer,United States,Deskside,Hardware Issue - Printer,Y,05-09-2022,Incident
AM,Laptop,Mexico,Deskside,Laptop Dell - System Failure,Y,08-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance Issues.,Y,05-09-2022,Incident
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop Audio issues.,Y,05-09-2022,Incident
AM,,United States,Deskside,Software - Admin rights needed to install Visio or Project,Y,05-09-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Mic/audio not working,Y,05-09-2022,Incident
AM,Printer,United States,Deskside,Hardware Issue - Driver update for my printer,Y,08-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Sleep mode issues,Y,08-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop issues,Y,08-09-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - new Laptop set up issues,Y,06-12-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Replacement assistance,Y,05-09-2022,Incident
AM,Network,United States,Deskside,JLL Network issues - VPN - Loaner Tech issue,Y,07-09-2022,Incident
AM,M365,United States,Deskside,INC1098709 -  Microsoft Office 365 Suite setup assistance,Y,07-09-2022,Incident
AM,,United States,Deskside,JLL  - Visio Install and set up,Y,06-09-2022,Incident
AM,Email,United States,Deskside,"Outlook - Emails deleted/moved to the ""Deleted items"" folder without warning",Y,05-09-2022,Incident
AM,,United States,Deskside,OneDrive - Application is not working properly,Y,05-09-2022,Incident
AM,M365,United States,Deskside,Network -  Wi-Fi too weak â€“ Teams calls are freezing and dropping.,Y,22-09-2022,Incident
AP,Laptop,India,Deskside,Laptop too slow on running applications,Y,14-09-2022,Incident
AM,Mobile Device,United States,Deskside,Mobile Phone Issue - Other Issue,Y,06-09-2022,Incident
AM,Laptop,Mexico,Deskside,Laptop Dell - Fan Error,Y,20-09-2022,Incident
AM,Windows / OS,United States,Deskside,Application issues,Y,05-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,27-09-2022,Incident
AM,Email,United States,Deskside,Outlook issues and Microsoft Teams Integration.,Y,14-09-2022,Incident
AM,Laptop,United States,Deskside,HARD DOWN JLL Hardware Issue - Laptop Not starting - Critical,Y,04-09-2022,Incident
AM,Laptop,United States,Deskside,Laptop Not starting & I  keep getting a blue screen and my computer is shutting down,Y,07-09-2022,Incident
AM,Access,United States,Deskside,JLL Network Drive - Access Sync  Issue,Y,13-09-2022,Incident
AM,Network,United States,Deskside,JLL Network Computer off network login - Tech issue,Y,15-09-2022,Incident
AP,Hardware,New Zealand,Deskside,Reported Issue - Hardware - Monitor,Y,04-09-2022,Incident
AP,Network,New Zealand,Deskside,Network Drive - Extremely slow performance,Y,05-09-2022,Incident
AM,,United States,Deskside,Linda Morrill - The user present issues with computer,Y,05-09-2022,Incident
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop  - 3rd Screen Not Working,Y,06-09-2022,Incident
AP,Windows / OS,Singapore,Deskside,PLQ The Bund room Calendar Offline,Y,08-09-2022,Incident
AP,Windows / OS,Australia,Deskside,Windows 10 issues (OS issues only),Y,06-09-2022,Incident
AP,Email,China,Deskside,Outlook - Storage,Y,04-09-2022,Incident
AP,Laptop,Australia,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,05-09-2022,Incident
AP,Windows / OS,India,Deskside,Windows troubleshooting,Y,05-09-2022,Incident
AP,Email,Singapore,Deskside,Outlook - Mailing issue,Y,06-09-2022,Incident
AP,M365,Singapore,Deskside,Retrieve of deleted file in Microsoft OneDrive,Y,09-09-2022,Incident
AP,Windows / OS,India,Deskside,Windows Troubleshooting,Y,06-09-2022,Incident
AP,Intune,China,Deskside,Intune Install Failure,Y,06-09-2022,Incident
AP,Windows / OS,India,Deskside,Datacard,Y,12-09-2022,Incident
AP,Email,India,Deskside,Email Issues,Y,12-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting URGENT,Y,05-09-2022,Incident
AM,,United States,Deskside,Sherry Cosby-Citrix - WorkSpace issues,Y,05-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop - USB Root hub Issue,Y,11-10-2022,Incident
AM,Network,United States,Deskside,HARD DOWN - Network Account â€“ Computer Sync,Y,15-09-2022,Incident
AM,,United States,Deskside,CONFRIM UPN 9/1 and close BAC - Client Portal Compliance Checking at Login,Y,07-09-2022,Incident
AM,Laptop,United States,Deskside,HARD DOWN- Laptop Not starting,Y,05-09-2022,Incident
AM,,United States,Deskside,Adobe Acrobat Pro DC  -  Installation issues,Y,21-09-2022,Incident
AM,,United States,Deskside,WilliamD Smith - Device Manager issue / Power Options Missing,Y,08-09-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,Allison White-Hardware Issue - Laptop Performance,Y,13-09-2022,Incident
AM,,United States,Deskside,JLL WSL2 and Ruby Assistance,Y,12-12-2022,Incident
AM,Laptop,United States,Deskside,Hard Down / Hardware Issue - Laptop issues,Y,28-11-2022,Incident
AM,Laptop,United States,Deskside,Mac - Computer login issue / Unable to access his laptop,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,10-10-2022,Incident
AM,M365,United States,Deskside,BAC - Microsoft Office Applications - Not activated on my computer,Y,07-09-2022,Incident
AM,Network,United States,Deskside,Network - Corporate Office Network Issues,Y,28-09-2022,Incident
AM,,United States,Deskside,BAC - WebEx Meetings -  Application issues,Y,07-09-2022,Incident
AM,Email,United States,Deskside,Outlook Email not sent (Mailbox full),Y,05-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,06-09-2022,Incident
AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,05-09-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Monitor,Y,09-09-2022,Incident
AM,M365,United States,Deskside,Microsoft Teams â€“ Teams is slow or unusable,Y,05-09-2022,Incident
AM,Windows / OS,United States,Deskside,Windows 10 issues - Blue Screen (BSOD),Y,16-09-2022,Incident
AM,,United States,Deskside,JLL Internet - JLLNET connectivity issues on JLL device,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,Changliang Zhao-INC1100081-Hardware Issue - Laptop Replacement.,Y,13-09-2022,Incident
AM,Mobile Device,Canada,Deskside,Network - Corporate Office Network Issues - Google Mobile Phone,Y,14-09-2022,Incident
AM,M365,United States,Deskside,Microsoft Applications Issues ,Y,05-09-2022,Incident
AM,Access,United States,Deskside,Jeff Bach - Network Drive -  Unable to access the N Drive,Y,05-09-2022,Incident
AM,,United States,Deskside,Adobe Acrobat - Install,Y,16-09-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Adobe Creative Suite,Y,13-09-2022,Incident
AM,Laptop,United States,Deskside,Laptop Keys Issue (Fort Worth Office),Y,24-10-2022,Incident
AM,Hardware,United States,Deskside,JLL Hardware Issue - Docking Station not recognizing external monitor,Y,08-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Camera issues,Y,27-09-2022,Incident
AM,Active Directory,United States,Deskside,locked out,Y,05-09-2022,Incident
AM,,United States,Deskside,User receives the error- this site can not be reached,Y,05-09-2022,Incident
AM,,United States,Deskside,Excel -  Error message,Y,08-09-2022,Incident
AM,Intune,United States,Deskside,Application Issue - Intune - Mail/Contacts not syncing,Y,03-10-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,16-09-2022,Incident
AM,Email,United States,Deskside,Outlook / Resource Scheduler - Unable to reserved board rooms via Resource Scheduler add-in / Add-in disappeared,Y,05-09-2022,Incident
AM,,United States,Deskside,Application Issue - Adobe Acrobat Standard DC,Y,08-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,13-09-2022,Incident
AM,Email,United States,Deskside,Jessica Veloz - URGENT JLL Outlook Mac device - emails not sent,Y,09-09-2022,Incident
AM,M365,United States,Deskside,Teams- Microphone issues  ,Y,06-09-2022,Incident
AM,Network,United States,Deskside,VPN -  Network drive mapping missing,Y,13-09-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Experiencing periodic phantom touches on touch screen,Y,06-09-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Citrix,Y,16-09-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Track pad not working and now power is not working,Y,29-09-2022,Incident
AM,Active Directory,United States,Deskside,BAC - Compliance Checking at Login,Y,08-09-2022,Incident
AM,Email,United States,Deskside,Outlook - Issues- User can not open Outlook in  his computer,Y,07-09-2022,Incident
AM,Email,United States,Deskside,Email - Other reported,Y,13-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue -  Laptop Crashing and not responding due to overheat ,Y,21-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop internal speaker and mic are disabled after a system update,Y,07-09-2022,Incident
AM,Laptop,United States,Deskside,Windows 10 issues - Laptop receiving a Blue Screen (BSOD) error every 3 days,Y,05-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop keyboard is not working properly,Y,09-09-2022,Incident
AM,Network,United States,Deskside,BAC   - Network Drive -R Drive ssues,Y,07-09-2022,Incident
AM,Laptop,United States,Deskside,Sarah Patick - Laptop - Access Issues,Y,20-09-2022,Incident
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Docking_Station,Y,06-09-2022,Incident
AM,Email,United States,Deskside,Email - Other reported,Y,21-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,15-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Docking Station and accessories not working / Laptop screen not functioning ,Y,06-09-2022,Incident
AM,,United States,Deskside,Adobe - Installation,Y,12-09-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - VAS Reader,Y,29-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop overheating,Y,07-09-2022,Incident
AM,Laptop,United States,Deskside,Lisa Vollmer - Reported Issue - Laptop storage,Y,09-09-2022,Incident
AM,,,Deskside,PROACTIVE MONITORING > AM > Houston > ushourtr001 and ushourtr002 > Temperature alerts,Y,07-09-2022,Incident
AP,Windows / OS,Australia,Deskside,Reported Issue - Application - ,Y,08-09-2022,Incident
AP,Laptop,Australia,Deskside,"Hardware Issue - Laptop Performance - when using mouse pointer blinks rapidly, then has two pointers",Y,15-09-2022,Incident
AP,,Hong Kong,Deskside,Application Issue - Kuban - [Simon],Y,06-09-2022,Incident
AP,,Singapore,Deskside,Installation of Citrix HDX - Application error,Y,20-09-2022,Incident
AP,Email,India,Deskside,Outlook not Working ,Y,12-09-2022,Incident
AP,Windows / OS,Hong Kong,Deskside,Frequent Lock Out,Y,22-09-2022,Incident
AP,,Singapore,Deskside,Hot Spot connection issue,Y,13-09-2022,Incident
AP,,Singapore,Deskside,Application Issue - SG Payslip,Y,09-09-2022,Incident
AP,,Hong Kong,Deskside,Application Issue -OneDrive issues ,Y,14-09-2022,Incident
AP,,India,Deskside,Server reboot- AUPDCVEQAMPS01.AP.JLLNET.COM,Y,06-09-2022,Incident
AP,Windows / OS,India,Deskside,windows Troubleshooting,Y,06-09-2022,Incident
AM,,United States,Deskside,Reported Issue - Software system,Y,07-09-2022,Incident
AM,Network,United States,Deskside,BAC Network Drive - Other Issue,Y,07-09-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station / Power cord needed,Y,06-09-2022,Incident
AM,,United States,Deskside,BAC VPN - Connectivity URGENT,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,HARD DOWN - Laptop Not starting,Y,06-09-2022,Incident
AM,Email,Canada,Deskside,Outlook - Crashing,Y,14-09-2022,Incident
AM,Email,United States,Deskside,Outlook - Search option only showing emails from 1 week ago / Not showing emails from 1 month ago,Y,05-12-2022,Incident
AM,Email,United States,Deskside,Outlook - Space issue / Outlook crashing and not able to send/receive emails,Y,14-09-2022,Incident
AM,,United States,Deskside,AutoCAD -  Installation issues / Admin rights required,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,21-09-2022,Incident
AM,,United States,Deskside,Reported Issue - Security - Other,Y,14-12-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Adobe Sign,Y,14-09-2022,Incident
AM,Email,United States,Deskside,Ginna Wallace - hi - i am hoping to recover emails from a terminated employee,Y,07-09-2022,Incident
AM,Network,United States,Deskside,Network Drive - R drive,Y,06-09-2022,Incident
AM,Email,United States,Deskside,URGENT - Outlook Issues- Storage,Y,22-09-2022,Incident
AM,Printer,United States,Deskside,Hardware Issue - Printer,Y,06-09-2022,Incident
AM,,United States,Deskside,Full VPN - installation request and IP range - Carine.Tan - WAMJLLDRSJ0F3 / Adming rights needed.,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop (Monitor issues),Y,16-09-2022,Incident
AM,,United States,Deskside,Adobe Creative Suite - Installation ,Y,07-09-2022,Incident
AM,Printer,United States,Deskside,Hardware Issue - Printer (Installation),Y,06-09-2022,Incident
AM,Email,United States,Deskside,Outlook -  DC office conference rooms.,Y,03-11-2022,Incident
AM,Network,United States,Deskside,Lexi Gajownik - JLL Network issues - VPN - IP Technical Assistance - LAR Issue,Y,15-09-2022,Incident
AM,,United States,Deskside,Daniel Brannigan - Reported Issue - Application - Adobe Creative Suite - LAR Issue,Y,13-09-2022,Incident
AM,Laptop,Canada,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,29-12-2022,Incident
AM,M365,United States,Deskside,How do I apply a Microsoft PowerPoint template to an existing presentation,Y,06-09-2022,Incident
AM,Network,United States,Deskside,Network Drive - Server â€“ How to Drive Map  URGENT,Y,19-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop- typing by itself  - screen flashing   - can not turn on -  DELL LATITUDE 7310 ST 3 53NG0F3,Y,22-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,09-09-2022,Incident
AM,Laptop,Canada,Deskside,JLL Hardware Issue - Laptop Performance Issues ONGOING ISSUE,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance.,Y,07-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance Issue.,Y,08-09-2022,Incident
AM,Email,United States,Deskside,URGENT / Outlook - Unable to open/delete files from Outlook  - Outlook crashing,Y,06-09-2022,Incident
AM,Printer,United States,Deskside,Reported Issue - Hardware - Printer,Y,07-09-2022,Incident
AM,Windows / OS,United States,Deskside,Software - Assistance need to clear out space on C Drive to complete a data download,Y,13-09-2022,Incident
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Camera Not starting,Y,07-09-2022,Incident
AM,Email,Canada,Deskside,Outlook app do not sync,Y,06-09-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - IM/Chat/Desktop Client Function,Y,07-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Replacement. ,Y,15-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,04-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Excel (desktop),Y,08-09-2022,Incident
AM,Email,Canada,Deskside,Outlook - Issues,Y,07-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,06-09-2022,Incident
AM,,United States,Deskside,Tracy Collins-Excel (desktop) -  Issues,Y,07-09-2022,Incident
AM,M365,United States,Deskside,BAC Microsoft Teams - Unable to update sync calendar and status,Y,07-09-2022,Incident
AM,Laptop,United States,Deskside,Karyn Tolle - Hardware Issue - Laptop issues,Y,03-10-2022,Incident
AM,,United States,Deskside,Chrome -  Application issues,Y,14-09-2022,Incident
AM,M365,United States,Deskside,Microsoft Teams â€“ Teams is slow or unusable ,Y,13-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,07-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop battery and performance issues,Y,22-09-2022,Incident
AM,,United States,Deskside,BAC - Adobe  - Installation issues / Admin rights needed,Y,08-09-2022,Incident
AM,,United States,Deskside,Software issues - Clock settings,Y,16-09-2022,Incident
AM,Network,United States,Deskside,HARD DOWN - Network Account â€“ Computer Sync,Y,07-09-2022,Incident
AM,,United States,Deskside,Application Installation - Visio,Y,07-09-2022,Incident
AM,,United States,Deskside,JLL Adobe install Issue Assistance,Y,13-09-2022,Incident
AM,,Canada,Deskside,Reported Issue - Application - AutoCAD Revit LT,Y,07-09-2022,Incident
AM,M365,United States,Deskside,"Diyin Hu - Software Issues - Unable to unistall ""Microsoft SQL Server Management Studio - 18.12.1"" ",Y,07-09-2022,Incident
AM,Laptop,United States,Deskside,BAC - Microsoft Project missing from laptop since reimaging. ,Y,07-09-2022,Incident
AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,08-09-2022,Incident
AM,,United States,Deskside,Reported Issue - AutoCAD installation,Y,07-09-2022,Incident
AM,Windows / OS,United States,Deskside,Software issues - Unable to open Metropolis app,Y,06-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop issues.,Y,08-09-2022,Incident
AM,Windows / OS,United States,Deskside,Mac -  Computer not receiving management updates,Y,14-09-2022,Incident
AM,Windows / OS,United States,Deskside,Windows 10  - Memory Error,Y,08-09-2022,Incident
AM,Access,United States,Deskside,Remote Desktop Connection - Access Issues ,Y,13-09-2022,Incident
AM,Email,United States,Deskside,Microsoft Teams  / Outlook -  Add-in missing,Y,07-09-2022,Incident
AM,,United States,Deskside,ZoomInfo Install and setup assistance,Y,06-09-2022,Incident
AM,Email,United States,Deskside,Outlook/ Address Book -  Issue,Y,08-09-2022,Incident
AM,Laptop,United States,Deskside,"Laptop  -   Connected to the network, but there is no internet connection ",Y,09-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop display has red color,Y,23-09-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue -  Unable to connect a second screen,Y,13-09-2022,Incident
AM,,United States,Deskside,Adobe Acrobat Pro DC - Installation / Assistance,Y,07-09-2022,Incident
AM,Laptop,United States,Deskside,JLL Laptop -  Question about  laptop ( Transferring from JPMC account to a new role with JLL ) ,Y,19-09-2022,Incident
AP,Hardware,Hong Kong,Deskside,Hardware Issue - Cable,Y,08-09-2022,Incident
AM,Windows / OS,United States,Deskside,issues after usermake an update on pc,Y,13-09-2022,Incident
AM,,United States,Deskside,Office 365 â€“ How to repair an Office Application,Y,14-09-2022,Incident
AP,Email,India,Deskside,Email Issues,Y,03-10-2022,Incident
AP,Network,China,Deskside,Network Issues,Y,07-09-2022,Incident
AP,M365,Hong Kong,Deskside,Application Issue - Other App,Y,16-09-2022,Incident
AP,Windows / OS,India,Deskside,Windows Troubleshooting,Y,23-09-2022,Incident
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop,Y,13-09-2022,Incident
AP,Laptop,China,Deskside,Hardware Issue - Laptop,Y,08-09-2022,Incident
AP,Laptop,Australia,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,13-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance / Screen goes green,Y,11-10-2022,Incident
AM,Email,United States,Deskside,Outlook Other Issues - Ottoheal,Y,13-09-2022,Incident
AM,,United States,Deskside,BAC Client Portal Compliance Checking at Login,Y,08-09-2022,Incident
AP,Email,India,Deskside,Email Issues,Y,19-09-2022,Incident
AM,Email,United States,Deskside,Microsoft Teams  / Outlook -  Add-in missing,Y,09-09-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue -  Unable to print,Y,19-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,22-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop- Computer in not conneccting to internet,Y,07-09-2022,Incident
AM,Access,United States,Deskside,Hardware Issue - Accessories,Y,08-09-2022,Incident
AM,Email,United States,Deskside,JLL Outlook Inbox  JPMCCWOCGroup loading issues,Y,23-09-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Adobe Acrobat Pro,Y,08-09-2022,Incident
AP,Windows / OS,Philippines,Deskside,Reported Issue - Application - ,Y,08-09-2022,Incident
AM,Intune,United States,Deskside,InTune - For Zoom app-  Unable to use the zoom app on her phone.,Y,10-11-2022,Incident
AM,,United States,Deskside,FIXED to remove from bypass 9/2 afternoon BAC - Client Portal Compliance Checking at Login- Compliance conflict- 15 days compliance period expired,Y,09-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance / Battery issues,Y,08-09-2022,Incident
AM,Laptop,United States,Deskside,David Pudlosky-Hardware Issue - Laptop battery issues,Y,09-09-2022,Incident
AM,,Peru,Deskside,App - Adobe Acrobat Reader DC - Issue,Y,19-09-2022,Incident
AM,,United States,Deskside,Adobe - Conversion is really slow when creating PDF Excel files,Y,14-09-2022,Incident
AM,Hardware,United States,Deskside,Hardware - Docking Station issues,Y,19-09-2022,Incident
AM,Email,United States,Deskside,Reported Issue - Application - Outlook (desktop),Y,13-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,13-09-2022,Incident
AM,,United States,Deskside,Adobe Acrobat - Unable to print and save to PDF,Y,21-09-2022,Incident
AM,Active Directory,Canada,Deskside,Software  -  Installation / Admin rights required,Y,08-09-2022,Incident
AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,07-09-2022,Incident
AM,Email,United States,Deskside,Outlook - Missing old emails.,Y,16-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,08-09-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,15-09-2022,Incident
AM,Windows / OS,United States,Deskside,Kera Carpenter - Windows 10 issues - Blue Screen (BSOD),Y,09-09-2022,Incident
AM,,United States,Deskside,Excel (desktop) - ,Y,09-09-2022,Incident
AM,,United States,Deskside,Softwares / Lenovo Apps -  Installation issues / Admin rights required,Y,09-09-2022,Incident
AM,Network,United States,Deskside,Network Drive - N Drive Issue,Y,09-09-2022,Incident
AM,Windows / OS,United States,Deskside,"Windows 10 - Most time when her computer is idle and goes to sleep on its own, her account get locked out.",Y,09-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Audio.,Y,13-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop (Replacement),Y,13-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Audio Issues.,Y,14-09-2022,Incident
AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,09-09-2022,Incident
AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,19-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,15-09-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue -Monitor Issues.,Y,08-09-2022,Incident
AM,Access,United States,Deskside,Reported Issue - Server - Issue with Drive Folder or Access,Y,13-09-2022,Incident
AM,Email,United States,Deskside,Email - Other reported,Y,13-09-2022,Incident
AM,,United States,Deskside,Suspicious activity (virus or spyware threat),Y,08-09-2022,Incident
AM,Email,United States,Deskside,URGENT / Outlook - Unable to Send/Received emails on Outlook,Y,08-09-2022,Incident
AM,Access,United States,Deskside,Reported Access - Application - Citrix,Y,18-10-2022,Incident
AM,Printer,United States,Deskside,Hardware Issue - Printer / Unable to install newly bought Printer,Y,08-09-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,21-09-2022,Incident
AM,Access,United States,Deskside,Symantec.VIP  - Application Access Issues.,Y,22-09-2022,Incident
AM,Email,United States,Deskside,Outlook- Need Assistance deleting emails in Outlook I no longer need,Y,14-09-2022,Incident
AM,Network,United States,Deskside,BAC Reported Issue - Network - Other,Y,08-09-2022,Incident
AM,Printer,United States,Deskside,Hardware Issue - Printer,Y,09-09-2022,Incident
AM,Windows / OS,France,Deskside,Reported Issue - Application - Windows 10,Y,08-09-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop Serial # 5CG012028L,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,08-09-2022,Incident
