Region,Category,Country,Group,Summary,TSC,Date,Type,Cleaned_Column,Lemmatized_Column,Final_cleaned,topic_percent,topic,top_words,subtopic,subtopic_name,Category-Summary
AM,,United States,Deskside,BAC - Client Portal - Compliance Checking at LoginBAQ,Y,27-10-2022,Incident,      bac   client portal   compliance check at lo,bac   client portal   compliance check at lo,bac client portal compliance check,71.55642951736554,9,office-wifi,,,nan BAC - Client Portal - Compliance Checking at LoginBAQ
AM,Network,United States,Deskside,JLL Network issues - VPN - Techinical error,Y,24-10-2022,Incident,        jll network issue   vpn   techinical error,        jll network issue   vpn   techinical error,jll network issue vpn techinical error,41.53738853783512,8,network-connectivity,0.0,error-vpn,Network JLL Network issues - VPN - Techinical error
AM,,United States,Deskside,JLL - Adobe Install Assistance,Y,24-10-2022,Incident,                        jll   adobe install assist,                     jll   adobe install assistance,jll adobe install assistance,69.25677568487394,7,adobe-acrobat,1.0,assistance-install,nan JLL - Adobe Install Assistance
AM,Windows / OS,United States,Deskside,JLL Mac - Computer Performance Issues,Y,12-11-2022,Incident,              jll mac   computer performance issue,              jll mac   computer performance issue,jll mac computer performance issue,48.76458819062711,8,network-connectivity,1.0,mac-computer,Windows / OS JLL Mac - Computer Performance Issues
AM,,Canada,Deskside,JLL Laptip Windoes error after system updates,Y,20-02-2023,Incident,       jll laptip windoe error after system update,      jll laptip windoe error after system update,jll laptip windoe error system update,66.18495688560554,4,drive-update,0.0,update-error,nan JLL Laptip Windoes error after system updates
AM,,United States,Deskside,WebEx Meetings - Application Issues,Y,25-10-2022,Incident,                 webex meeting   application issue,                webex meeting   application issue,webex meeting application issue,67.19379265375733,5,team-microsoft,1.0,meeting-webex,nan WebEx Meetings - Application Issues
AM,Network,United States,Deskside,Network - Corporate Office Network Issues,Y,24-10-2022,Incident,          network   corporate office network issue,          network   corporate office network issue,corporate office network issue,37.24913198512039,9,office-wifi,1.0,corporate-office,Network Network - Corporate Office Network Issues
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Audio issue,Y,26-10-2022,Incident,               jll hardware issue   laptop audio i,            jll hardware issue   laptop audio issue,jll hardware issue laptop audio issue,70.50628340529065,2,laptop-hardware,,,Laptop JLL Hardware Issue - Laptop Audio issue
AM,Laptop,United States,Deskside,URGENT - Hardware Issue - Laptop Performance,Y,24-10-2022,Incident,          urgent   hardware issue   laptop perform,       urgent   hardware issue   laptop performance,urgent hardware issue laptop performance,69.80978680045072,2,laptop-hardware,0.0,urgent-performance,Laptop URGENT - Hardware Issue - Laptop Performance
AM,Network,United States,Deskside,JLL Network issues - VPN - technical error issue / no power options,Y,08-11-2022,Incident,    jll network issue   vpn   technical error issu,jll network issue   vpn   technical error issu,jll network issue vpn technical error issu,61.64630551530156,8,network-connectivity,0.0,issu-technical,Network JLL Network issues - VPN - technical error issue / no power options
AM,,United States,Deskside,JLL docucenter.la desktop/ computer unable to connect server,Y,27-10-2022,Incident,     jll docucenterla desktop computer unable to c,jll docucenterla desktop computer unable to c,jll docucenterla desktop computer,35.19213667210206,0,outlook-email,1.0,computer-desktop,nan JLL docucenter.la desktop/ computer unable to connect server
AM,Access,Canada,Deskside,Reported Issue - Application - Access (desktop),Y,26-10-2022,Incident,       report issue   application   access desktop,    report issue   application   access desktop,report issue application access desktop,70.41581564205005,0,outlook-email,,,Access Reported Issue - Application - Access (desktop)
AM,,United States,Deskside,Application - Client Application Added,Y,26-10-2022,Incident,              application   client application add,             application   client application add,application client application,33.74477581173449,9,office-wifi,1.0,client-application,nan Application - Client Application Added
AM,Hardware,United States,Deskside,Hardware Issue -Local Admin Rights - Unable to install applications,Y,24-10-2022,Incident,      hardware issue local admin right   unable to,hardware issue local admin right   unable to,hardware issue local admin,51.35127517431835,6,admin-install,1.0,local-admin,Hardware Hardware Issue -Local Admin Rights - Unable to install applications
AM,Email,United States,Deskside,Reported Issue - Application - Outlook (desktop),Y,08-11-2022,Incident,      report issue   application   outlook desktop,   report issue   application   outlook desktop,report issue application outlook desktop,70.56287192631659,0,outlook-email,,,Email Reported Issue - Application - Outlook (desktop)
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,27-10-2022,Incident,          report issue   hardware   laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop,68.005206017744,3,report-issue,0.0,laptop_desktop-report,Laptop Reported Issue - Hardware - Laptop_Desktop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop / Keyboard is no longer working. ,Y,15-11-2022,Incident,     hardware issue   laptop   keyboard be no long,hardware issue   laptop   keyboard be no long,hardware issue laptop keyboard,66.61804450023146,10,window-keyboard,1.0,keyboard-laptop,Laptop Hardware Issue - Laptop / Keyboard is no longer working. 
AM,Active Directory,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,25-10-2022,Incident,              report issue   other   miscellaneous,             report issue   other   miscellaneous,report issue,61.1277078261925,3,report-issue,0.0,report-issue,Active Directory Reported Issue - Other / Miscellaneous
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop,Y,27-10-2022,Incident,                               hardware issue   la,                            hardware issue   laptop,hardware issue laptop,65.91568806647155,2,laptop-hardware,1.0,laptop-hardware,Laptop Hardware Issue - Laptop
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,03-11-2022,Incident,          report issue   hardware   laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop,68.005206017744,3,report-issue,0.0,laptop_desktop-report,Laptop Reported Issue - Hardware - Laptop_Desktop
AM,Access,United States,Deskside,Hardware Issue - Accessories,Y,09-11-2022,Incident,                        hardware issue   accessory,                       hardware issue   accessory,hardware issue accessory,62.5166587703288,10,window-keyboard,1.0,accessory-hardware,Access Hardware Issue - Accessories
AM,,United States,Deskside,Reported Issue - Application - Cisco AnyConnect VPN,Y,25-10-2022,Incident,     report issue   application   cisco anyconnect,report issue   application   cisco anyconnect,report issue application cisco anyconnect,68.80058106877208,3,report-issue,0.0,anyconnect-cisco,nan Reported Issue - Application - Cisco AnyConnect VPN
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,25-10-2022,Incident,                   hardware issue   laptop perform,                hardware issue   laptop performance,hardware issue laptop performance,67.75990465762106,2,laptop-hardware,1.0,performance-laptop,Laptop Hardware Issue - Laptop Performance
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,24-10-2022,Incident,                               hardware issue   la,                            hardware issue   laptop,hardware issue laptop,65.91568806647155,2,laptop-hardware,1.0,laptop-hardware,Laptop Hardware Issue - Laptop
AM,Windows / OS,United States,Deskside,Reported Issue - Application - Kardin Budget System,Y,10-01-2023,Incident,     report issue   application   kardin budget sy,report issue   application   kardin budget sy,report issue application kardin budget sy,70.87899864681701,3,report-issue,,,Windows / OS Reported Issue - Application - Kardin Budget System
AM,Access,United States,Deskside,Hardware Issue - Accessories,Y,25-10-2022,Incident,                        hardware issue   accessory,                       hardware issue   accessory,hardware issue accessory,62.5166587703288,10,window-keyboard,1.0,accessory-hardware,Access Hardware Issue - Accessories
AM,Network,United States,Deskside,JLL Network Gmail blocked after transfer,Y,28-10-2022,Incident,            jll network gmail block after transfer,           jll network gmail block after transfer,jll network gmail block,47.16318045686928,9,office-wifi,1.0,gmail-block,Network JLL Network Gmail blocked after transfer
AM,,United States,Deskside,Reported Issue - Application - Adobe Acrobat Pro,Y,02-11-2022,Incident,    report issue   application   adobe acrobat pro,   report issue   application   adobe acrobat pro,report issue application adobe acrobat,70.61083482736396,7,adobe-acrobat,,,nan Reported Issue - Application - Adobe Acrobat Pro
AM,Email,United States,Deskside,Reported Issue - Application - Outlook (desktop),Y,25-10-2022,Incident,      report issue   application   outlook desktop,   report issue   application   outlook desktop,report issue application outlook desktop,70.56287192631659,0,outlook-email,,,Email Reported Issue - Application - Outlook (desktop)
AM,,United States,Deskside,Excel - File extremely slow and freezes ,Y,26-10-2022,Incident,            excel   file extremely slow and freeze,           excel   file extremely slow and freeze,excel file,62.02975397366897,0,outlook-email,1.0,file-excel,nan Excel - File extremely slow and freezes 
AM,Printer,United States,Deskside,Reported Issue - Application - Printer Portal fiery application,Y,08-11-2022,Incident,     report issue   application   printer portal f,report issue   application   printer portal f,report issue application printer portal f,28.15399289995456,9,office-wifi,1.0,portal-printer,Printer Reported Issue - Application - Printer Portal fiery application
AM,Email,United States,Deskside,"Remove and reinsatll the MS office application on user machine and after that new outlook profile creation, as well as resetup mobile device email.",Y,20-12-2022,Incident,    remove and reinsatll the ms office application,remove and reinsatll the ms office application,ms office application,42.35934746492565,5,team-microsoft,0.0,ms-office,"Email Remove and reinsatll the MS office application on user machine and after that new outlook profile creation, as well as resetup mobile device email."
AM,,United States,Deskside,Issue with encrypted USB drive,Y,01-11-2022,Incident,                      issue with encrypt usb drive,                     issue with encrypt usb drive,encrypt usb drive,28.673525483456864,5,team-microsoft,1.0,encrypt-usb,nan Issue with encrypted USB drive
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,03-11-2022,Incident,                               hardware issue   la,                            hardware issue   laptop,hardware issue laptop,65.91568806647155,2,laptop-hardware,1.0,laptop-hardware,Laptop Hardware Issue - Laptop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,24-11-2022,Incident,                               hardware issue   la,                            hardware issue   laptop,hardware issue laptop,65.91568806647155,2,laptop-hardware,1.0,laptop-hardware,Laptop Hardware Issue - Laptop
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,03-11-2022,Incident,          report issue   hardware   laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop,68.005206017744,3,report-issue,0.0,laptop_desktop-report,Laptop Reported Issue - Hardware - Laptop_Desktop
AM,,United States,Deskside,Application Issue - Adobe Creative Cloud Suite,Y,26-10-2022,Incident,        application issue   adobe creative cloud s,     application issue   adobe creative cloud suite,application issue adobe creative cloud suite,71.72949615198453,6,admin-install,,,nan Application Issue - Adobe Creative Cloud Suite
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,25-10-2022,Incident,                               hardware issue   la,                            hardware issue   laptop,hardware issue laptop,65.91568806647155,2,laptop-hardware,1.0,laptop-hardware,Laptop Hardware Issue - Laptop
AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,14-11-2022,Incident,             internet   network connectivity issue,             internet   network connectivity issue,internet network connectivity issue,67.92226999391794,8,network-connectivity,0.0,internet-connectivity,Network Internet - Network connectivity issues
AM,,United States,Deskside,JLL Admin Rights  - Planning Analytics,Y,25-10-2022,Incident,              jll admin right    planning analytic,             jll admin right    planning analytic,jll admin,61.93684734863297,6,admin-install,1.0,admin-jll,nan JLL Admin Rights  - Planning Analytics
AM,,United States,Deskside,Adobe Acrobat Pro DC -  Installation issues / Assistance,Y,01-11-2022,Incident,    adobe acrobat pro dc    installation issue   a,adobe acrobat pro dc    installation issue   a,adobe acrobat pro dc installation issue,72.41950391418106,7,adobe-acrobat,,,nan Adobe Acrobat Pro DC -  Installation issues / Assistance
AM,Windows / OS,United States,Deskside,Reported Issue - Application - ,Y,25-10-2022,Incident,                      report issue   application  ,                    report issue   application  ,report issue application,65.62211635036257,3,report-issue,1.0,application-report,Windows / OS Reported Issue - Application - 
AM,Windows / OS,United States,Deskside,Reported Issue - Application - Citrix,Y,27-10-2022,Incident,               report issue   application   citrix,              report issue   application   citrix,report issue application citrix,66.34361209368268,3,report-issue,0.0,citrix-application,Windows / OS Reported Issue - Application - Citrix
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - IM/Chat/Desktop Client Function,Y,28-10-2022,Incident,       report issue   application   microsoft team,report issue   application   microsoft team,report issue application microsoft team,47.03776187801327,5,team-microsoft,1.0,microsoft-team,M365 Reported Issue - Application - Microsoft Teams - IM/Chat/Desktop Client Function
AM,Network,United States,Deskside,Network Drive - Mapping issues,Y,24-10-2022,Incident,                     network drive   mapping issue,                     network drive   mapping issue,network drive,61.859259777384,4,drive-update,1.0,drive-network,Network Network Drive - Mapping issues
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,26-10-2022,Incident,                               hardware issue   la,                            hardware issue   laptop,hardware issue laptop,65.91568806647155,2,laptop-hardware,1.0,laptop-hardware,Laptop Hardware Issue - Laptop
AM,Network,United States,Deskside,BAC Reported Issue - Network - LAN,Y,17-11-2022,Incident,                  bac report issue   network   lan,                 bac report issue   network   lan,bac report issue network lan,36.69339749759093,4,drive-update,1.0,lan-bac,Network BAC Reported Issue - Network - LAN
AM,,United States,Deskside,"Reported Issue - MacBook Pro , Box Sync needs to be uninstalled and Box Drive installed (downloaded) - Deskside ",Y,03-11-2022,Incident,      report issue   macbook pro   box sync need t,report issue   macbook pro   box sync need t,report issue macbook pro box sync need t,32.49476786734878,4,drive-update,0.0,macbook-box,"nan Reported Issue - MacBook Pro , Box Sync needs to be uninstalled and Box Drive installed (downloaded) - Deskside "
AM,Email,United States,Deskside,Outlook- Rules issues,Y,27-10-2022,Incident,                                outlook rule issue,                              outlook rule issue,outlook rule issue,59.90921003819531,0,outlook-email,1.0,outlook-issue,Email Outlook- Rules issues
AM,Windows / OS,United States,Deskside,Reported Issue - Application - Touch,Y,08-11-2022,Incident,                report issue   application   touch,               report issue   application   touch,report issue application touch,39.55440718128819,2,laptop-hardware,0.0,touch-application,Windows / OS Reported Issue - Application - Touch
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Other,Y,03-11-2022,Incident,                   report issue   hardware   other,                  report issue   hardware   other,report issue hardware,65.87937699465557,3,report-issue,0.0,report-hardware,Hardware Reported Issue - Hardware - Other
AM,M365,United States,Deskside, teams issues user nableto add people outside JLL,Y,26-10-2022,Incident,    team issue user nableto add people outside jll,   team issue user nableto add people outside jll,team issue user nableto,64.370717008922,5,team-microsoft,0.0,user-team,M365  teams issues user nableto add people outside JLL
AM,Access,Canada,Deskside, Adobe Creative Suite  -  Access issues,Y,01-11-2022,Incident,             adobe creative suite     access issue,             adobe creative suite     access issue,creative suite access issue,67.61292008896933,6,admin-install,0.0,suite-creative,Access  Adobe Creative Suite  -  Access issues
AP,Network,Australia,Deskside,Reported Issue - Network - WiFi,Y,13-12-2022,Incident,                     report issue   network   wifi,                    report issue   network   wifi,report issue network wifi,67.1889928873035,9,office-wifi,1.0,wifi-network,Network Reported Issue - Network - WiFi
AM,Windows / OS,United States,Deskside,Windows 10  - Error message,Y,25-10-2022,Incident,                        window 10    error message,                        window 10    error message,error message,61.889196946967765,4,drive-update,0.0,message-error,Windows / OS Windows 10  - Error message
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,25-10-2022,Incident,                 hardware issue   laptop not start,               hardware issue   laptop not start,hardware issue laptop,65.91568806647155,2,laptop-hardware,1.0,laptop-hardware,Laptop Hardware Issue - Laptop Not starting
AP,,Australia,Deskside,Reported Issue - Application - Cisco AnyConnect VPN,Y,27-10-2022,Incident,     report issue   application   cisco anyconnect,report issue   application   cisco anyconnect,report issue application cisco anyconnect,68.80058106877208,3,report-issue,0.0,anyconnect-cisco,nan Reported Issue - Application - Cisco AnyConnect VPN
AM,,United States,Deskside,user is receiving a message of malfunction on the pc since yesteday everythings worksfine but the message says to contsct then administrator ,Y,25-10-2022,Incident,     user be receive a message of malfunction on t,user be receive a message of malfunction on t,,54.16666666655456,2,laptop-hardware,1.0,nan-function,nan user is receiving a message of malfunction on the pc since yesteday everythings worksfine but the message says to contsct then administrator 
AM,Mobile Device,United States,Deskside,Joe Hanna's mobile phone plan approval,Y,25-10-2022,Incident,             joe hannas mobile phone plan approval,             joe hannas mobile phone plan approval,joe hannas mobile phone plan approval,40.26974546284419,7,adobe-acrobat,0.0,joe-approval,Mobile Device Joe Hanna's mobile phone plan approval
AM,Active Directory,United States,Deskside,BAC  - JLL Portal - Compliance Checking at Login,Y,27-10-2022,Incident,     bac    jll portal   compliance check at login,   bac    jll portal   compliance check at login,bac jll portal compliance check,71.24730694348817,9,office-wifi,,,Active Directory BAC  - JLL Portal - Compliance Checking at Login
AP,,New Zealand,Deskside,Reported Issue - Application - Nitro Pro,Y,24-10-2022,Incident,            report issue   application   nitro pro,           report issue   application   nitro pro,report issue application nitro,67.55104647011102,3,report-issue,1.0,nitro-application,nan Reported Issue - Application - Nitro Pro
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop reboot,Y,09-11-2022,Incident,                        hardware issue   laptop re,                     hardware issue   laptop reboot,hardware issue laptop reboot,41.57737353263355,0,outlook-email,1.0,reboot-laptop,Laptop Hardware Issue - Laptop reboot
AM,,United States,Deskside,Local Admin Rights - Unable to install application: Manage XR ,Y,25-10-2022,Incident,    local admin right   unable to install applicat,local admin right   unable to install applicat,local admin install applicat,69.2950318909928,6,admin-install,1.0,applicat-local,nan Local Admin Rights - Unable to install application: Manage XR 
AM,,United States,Deskside,Reported Issue - Application - Excel (desktop),Y,28-10-2022,Incident,        report issue   application   excel desktop,     report issue   application   excel desktop,report issue application excel desktop,70.16568793231043,0,outlook-email,,,nan Reported Issue - Application - Excel (desktop)
AP,,China,Deskside,Application Issue - RE: How to update Approver for Vendors  Registration in DAB without doing them individually,Y,01-11-2022,Incident,     application issue   re how to update approver,application issue   re how to update approver,application issue re update approver,40.015630471616895,4,drive-update,0.0,update-application,nan Application Issue - RE: How to update Approver for Vendors  Registration in DAB without doing them individually
AP,Email,Hong Kong,Deskside,Application Issue - Outlook and Microsoft Teams ( always need sign in ),Y,30-10-2022,Incident,    application issue   outlook and microsoft team,application issue   outlook and microsoft team,application issue outlook microsoft team,70.72702096657856,5,team-microsoft,,,Email Application Issue - Outlook and Microsoft Teams ( always need sign in )
AP,Laptop,China,Deskside,Laptop VPN abnormal,Y,24-10-2022,Incident,                                   laptop vpn abno,                                laptop vpn abnormal,laptop vpn abnormal,40.95448301520503,8,network-connectivity,1.0,vpn-laptop,Laptop Laptop VPN abnormal
AP,,China,Deskside,Application Issue - PDF,Y,28-10-2022,Incident,                               application issue  ,                            application issue   pdf,application issue pdf,64.04524399034787,7,adobe-acrobat,1.0,pdf-application,nan Application Issue - PDF
AP,Email,Singapore,Deskside,Email - Other reported,Y,01-11-2022,Incident,                              email   other report,                             email   other report,,54.16666666655456,2,laptop-hardware,1.0,nan-function,Email Email - Other reported
AP,Windows / OS,India,Deskside,windows Troubleshooting,Y,04-11-2022,Incident,                            window troubleshooting,                            window troubleshooting,,54.16666666655456,2,laptop-hardware,1.0,nan-function,Windows / OS windows Troubleshooting
AP,Windows / OS,China,Deskside,Resolved - Screen sharing issue for Meadow meeting room,Y,25-10-2022,Incident,    resolve   screen sharing issue for meadow meet,resolve   screen sharing issue for meadow meet,meadow meet,54.16666666551792,5,team-microsoft,0.0,meet-zoom,Windows / OS Resolved - Screen sharing issue for Meadow meeting room
AP,Network,Mauritius,Deskside,Network Issues,Y,28-10-2022,Incident,                                     network issue,                                     network issue,network issue,60.147190058675385,8,network-connectivity,1.0,network-issue,Network Network Issues
AP,Hardware,Hong Kong,Deskside,Hardware Issue - Cisco Jabber Headset Not Function - [Hing],Y,25-10-2022,Incident,   hardware issue   cisco jabber headset not funct,hardware issue   cisco jabber headset not funct,hardware issue cisco jabber headset,42.75385932604506,5,team-microsoft,0.0,jabber-headset,Hardware Hardware Issue - Cisco Jabber Headset Not Function - [Hing]
AP,,Hong Kong,Deskside,Application Issue - Printing Issue at Webmail Site - [Boris],Y,25-10-2022,Incident,      application issue   print issue at webmail s,application issue   print issue at webmail s,application issue print issue webmail s,38.06998975730952,6,admin-install,0.0,webmail-print,nan Application Issue - Printing Issue at Webmail Site - [Boris]
AP,Windows / OS,Hong Kong,Deskside,Battery Swollen ,Y,27-10-2022,Incident,                                   battery swollen,                                   battery swollen,battery swollen,54.16666666604837,2,laptop-hardware,0.0,battery-zoom,Windows / OS Battery Swollen 
EMEA,Windows / OS,Germany,Deskside,Reported Issue - Application - PowerPoint (desktop),Y,01-11-2022,Incident,      report issue   application   powerpoint desk,report issue   application   powerpoint desk,report issue application powerpoint desk,69.01650772139101,0,outlook-email,0.0,powerpoint-desk,Windows / OS Reported Issue - Application - PowerPoint (desktop)
AP,Windows / OS,Hong Kong,Deskside,Type C malfunction,Y,30-10-2022,Incident,                                    type c malfunc,                                 type c malfunction,type c malfunction,62.03036270049196,1,printer-hardware,1.0,malfunction-type,Windows / OS Type C malfunction
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop - User can't sign in,Y,04-11-2022,Incident,          hardware issue   laptop   user can not s,       hardware issue   laptop   user can not sign in,hardware issue laptop user,35.118782763025806,2,laptop-hardware,0.0,user-laptop,Laptop Hardware Issue - Laptop - User can't sign in
AP,Windows / OS,China,Deskside,Resolved - Blue Screen issue,Y,26-10-2022,Incident,                       resolve   blue screen issue,                       resolve   blue screen issue,blue screen issue,64.17631138766622,11,screen-issue,1.0,blue-screen,Windows / OS Resolved - Blue Screen issue
AP,Access,India,Deskside,Unable to access into Webmail Error 500  [BOA user - recent lockdown],Y,25-10-2022,Incident,   unable to access into webmail error 500   boa u,unable to access into webmail error 500   boa u,webmail error boa u,27.6386791369222,6,admin-install,0.0,webmail-boa,Access Unable to access into Webmail Error 500  [BOA user - recent lockdown]
AM,,United States,Deskside,Reported issue - Lock Out,Y,09-11-2022,Incident,                           report issue   lock out,                          report issue   lock out,report issue lock,42.03119958684455,4,drive-update,0.0,lock-report,nan Reported issue - Lock Out
AM,Laptop,United States,Deskside,Hardware Issue - Laptop screen not working,Y,28-10-2022,Incident,           hardware issue   laptop screen not work,         hardware issue   laptop screen not work,hardware issue laptop screen,66.89294339722879,11,screen-issue,1.0,screen-laptop,Laptop Hardware Issue - Laptop screen not working
AM,,United States,Deskside,Adobe - Issues installing software,Y,25-10-2022,Incident,                     adobe   issue instal software,                 adobe   issue instal software,adobe issue instal software,50.26675786545074,4,drive-update,1.0,instal-software,nan Adobe - Issues installing software
AM,Printer,United States,Deskside,Software - Admin credentials needed to install Printer drivers,Y,26-10-2022,Incident,       software   admin credential need to install,software   admin credential need to install,software admin credential need,69.14938031811154,6,admin-install,1.0,credential-need,Printer Software - Admin credentials needed to install Printer drivers
AM,,United States,Deskside,Local Admin Rights - Enable for KeithM.Richards@jll.com,Y,02-11-2022,Incident,      local admin right   enable for keithmrichard,local admin right   enable for keithmrichard,local admin,61.91130472970712,6,admin-install,1.0,local-admin,nan Local Admin Rights - Enable for KeithM.Richards@jll.com
AM,M365,Canada,Deskside,JLL ePro  Microsoft Visio Req ID  CA014 0000002633,Y,26-10-2022,Incident,   jll epro   microsoft visio req i d   ca014 0000,jll epro   microsoft visio req i d   ca014 0000002633,jll epro microsoft visio req i d ca014,46.001518497730224,4,drive-update,0.0,req-epro,M365 JLL ePro  Microsoft Visio Req ID  CA014 0000002633
AM,Laptop,United States,Deskside,Michelle Kernick Dell 7400 5G7VXD3 Hardware Issue - Laptop keyboard issues,Y,07-11-2022,Incident,   michelle kernick dell 7400 5g7vxd3 hardware iss,michelle kernick dell 7400 5g7vxd3 hardware iss,michelle kernick dell 5g7vxd3 hardware iss,47.53692139151757,2,laptop-hardware,1.0,michelle-iss,Laptop Michelle Kernick Dell 7400 5G7VXD3 Hardware Issue - Laptop keyboard issues
AP,,India,Deskside,Application issues,Y,07-11-2022,Incident,                                 application issue,                                 application issue,application issue,60.71773668899897,3,report-issue,1.0,application-issue,nan Application issues
AM,,United States,Deskside,JLL Ongoing issue Fiery Driver Update Issues,Y,26-10-2022,Incident,       jll ongoing issue fiery driver update issue,       jll ongoing issue fiery driver update issue,fiery driver update issue,67.84477555490578,4,drive-update,0.0,fiery-driver,nan JLL Ongoing issue Fiery Driver Update Issues
AM,Email,United States,Deskside,JLL  Outlook Add Google calendar  ,Y,25-10-2022,Incident,                    jll   outlook add google calen,                 jll   outlook add google calendar  ,jll outlook google calendar,43.705528406805655,11,screen-issue,0.0,calendar-google,Email JLL  Outlook Add Google calendar  
AM,Email,United States,Deskside,JLL Outlook Add Google calendar assistance,Y,18-11-2022,Incident,            jll outlook add google calendar assist,         jll outlook add google calendar assistance,jll outlook google calendar assistance,38.071573375956326,4,drive-update,0.0,calendar-google,Email JLL Outlook Add Google calendar assistance
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - IM/Chat/Desktop Client Function,Y,02-11-2022,Incident,       report issue   application   microsoft team,report issue   application   microsoft team,report issue application microsoft team,47.03776187801327,5,team-microsoft,1.0,microsoft-team,M365 Reported Issue - Application - Microsoft Teams - IM/Chat/Desktop Client Function
AM,Printer,United States,Deskside,Admin rights to install printer drivers,Y,25-10-2022,Incident,             admin right to install printer driver,            admin right to install printer driver,install printer driver,66.29638071977077,4,drive-update,1.0,driver-install,Printer Admin rights to install printer drivers
AM,,United States,Deskside,JLL Adobe Install Assistance,Y,25-10-2022,Incident,                          jll adobe install assist,                       jll adobe install assistance,jll adobe install assistance,69.25677568487394,7,adobe-acrobat,1.0,assistance-install,nan JLL Adobe Install Assistance
AM,Laptop,United States,Deskside,HARD DOWN Issue - Laptop Not starting,Y,25-10-2022,Incident,                hard down issue   laptop not start,              hard down issue   laptop not start,issue laptop,61.188367842848216,2,laptop-hardware,1.0,laptop-issue,Laptop HARD DOWN Issue - Laptop Not starting
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station / Installation assistance,Y,26-10-2022,Incident,   hardware issue   docking station   installation,hardware issue   docking station   installation,hardware issue station installation,34.85522355373474,0,outlook-email,0.0,station-installation,Hardware Hardware Issue - Docking Station / Installation assistance
AM,Intune,United States,Deskside,BAC - Intune - Install Failure,Y,25-10-2022,Incident,                        bac   intune   install fai,                     bac   intune   install failure,bac intune install failure,55.26038453813018,7,adobe-acrobat,1.0,failure-intune,Intune BAC - Intune - Install Failure
AM,Email,United States,Deskside,Outlook Email not received or send,Y,03-11-2022,Incident,                 outlook email not receive or send,                 outlook email not receive or send,outlook email,61.93506634346902,0,outlook-email,0.0,email-outlook,Email Outlook Email not received or send
AM,,United States,Deskside,Other -  Bluetooth cannot be activated / Admin rights required,Y,27-10-2022,Incident,    other    bluetooth can not be activate   admin,other    bluetooth can not be activate   admin,activate admin,60.8736459225686,6,admin-install,0.0,activate-admin,nan Other -  Bluetooth cannot be activated / Admin rights required
AM,Laptop,United States,Deskside,Urgent Hardware Issue - Laptop low on memory,Y,25-10-2022,Incident,          urgent hardware issue   laptop low on me,       urgent hardware issue   laptop low on memory,urgent hardware issue laptop,67.09054915472268,2,laptop-hardware,0.0,urgent-laptop,Laptop Urgent Hardware Issue - Laptop low on memory
AP,Windows / OS,Singapore,Deskside,Your device is ready for collection,Y,27-10-2022,Incident,                   your device be ready for collec,                your device be ready for collection,,54.16666666655456,2,laptop-hardware,1.0,nan-function,Windows / OS Your device is ready for collection
AM,,United States,Deskside,SnagIT - Installation - REQ US002-0000044909,Y,27-10-2022,Incident,       snagit   installation   req us0020000044909,       snagit   installation   req us0020000044909,snagit installation req us0020000044909,27.16396113456301,1,printer-hardware,1.0,snagit-req,nan SnagIT - Installation - REQ US002-0000044909
AM,Windows / OS,United States,Deskside,Windows 10 - Unavailable Power Options at Start,Y,09-11-2022,Incident,     window 10   unavailable power option at start,    window 10   unavailable power option at start,unavailable power option,61.974718899108,8,network-connectivity,0.0,option-power,Windows / OS Windows 10 - Unavailable Power Options at Start
AM,Access,United States,Deskside,Software - Microsoft Access application issues,Y,26-10-2022,Incident,     software   microsoft access application issue,     software   microsoft access application issue,software microsoft access application issue,55.49307064227367,5,team-microsoft,1.0,software-access,Access Software - Microsoft Access application issues
AM,,United States,Deskside,JLL Admin Rights Adobe Creative Cloud Install ,Y,25-10-2022,Incident,      jll admin right adobe creative cloud install,     jll admin right adobe creative cloud install,jll admin creative cloud install,71.04651519873161,6,admin-install,,,nan JLL Admin Rights Adobe Creative Cloud Install 
