Region,Category,Country,Group,Summary,TSC,Date,Type,Cleaned_Column,Lemmatized_Column,Final_cleaned
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop Not starting,Y,14-11-2022,Incident,              hardware issue  laptop not starting,               hardware issue   laptop not start,hardware issue laptop
EMEA,Hardware,United Kingdom,Deskside,Hardware Issue - Docking Station - Dell Precision M3800,Y,10-11-2022,Incident,hardware issue  docking station  dell precisi,hardware issue   docking station   dell precisi,hardware issue station dell precisi
AP,M365,India,Deskside,Application Issues,Y,10-11-2022,Incident,                                application issues,                                 application issue,application issue
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop Not starting,Y,25-11-2022,Incident,              hardware issue  laptop not starting,               hardware issue   laptop not start,hardware issue laptop
EMEA,,Poland,Deskside,Reported Issue - activate roaming ,Y,30-11-2022,Incident,                reported issue  activate roaming ,                 report issue   activate roam,report issue activate roam
AP,,India,Deskside,"Crowdstrike detected a maliicous activity on ""AUMEL1LBF6FKN3"" for user""haseeb.samadi"".",Y,09-11-2022,Incident,crowdstrike detected a maliicous activity on a,crowdstrike detect a maliicous activity on a,crowdstrike detect maliicous activity
EMEA,Laptop,Poland,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,15-11-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
EMEA,,Israel,Deskside,Reported Issue - Other / Miscellaneous,Y,10-11-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,Windows / OS,United States,Deskside,AWS - Application Error,Y,11-11-2022,Incident,                           aws  application error,                            aws   application error,aws application error
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,14-11-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop - Touchpad cannot be pressed - unable to right click or left click,Y,14-11-2022,Incident,hardware issue  laptop  touchpad cannot be pr,hardware issue   laptop   touchpad can not be pr,hardware issue laptop touchpad
AM,Windows / OS,United States,Deskside,Reported Issue - Application - AWS WorkSpaces (AWS),Y,16-01-2023,Incident,reported issue  application  aws workspaces ,report issue   application   aw workspace,report issue application aw workspace
AM,,United States,Deskside,Local Admin Rights - Unable to install applications,Y,10-11-2022,Incident,local admin rights  unable to install applicat,local admin right   unable to install applicat,local admin install applicat
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,09-11-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,Network,United States,Deskside,Cara Casey - Network issues - VPN - Connectivity / Unable to sign in to VPN,Y,09-11-2022,Incident,cara casey  network issues  vpn  connectivit,cara casey   network issue   vpn   connectivit,cara casey network issue vpn connectivit
AM,Laptop,United States,Deskside,Dana Hengstler-Reported Issue - Hardware - Laptop_Desktop,Y,28-11-2022,Incident,dana hengstlerreported issue  hardware  lapt,dana hengstlerreporte issue   hardware   lapt,dana hengstlerreporte issue hardware lapt
AM,Laptop,United States,Deskside,Jason Crump - Reported Issue - Hardware - Laptop_Desktop,Y,11-11-2022,Incident,jason crump  reported issue  hardware  lapto,jason crump   report issue   hardware   lapto,jason crump report issue hardware lapto
AM,Windows / OS,United States,Deskside,Ronna Mash-Reported Issue - Application - Adobe Acrobat Pro,Y,18-11-2022,Incident,ronna mashreported issue  application  adobe,ronna mashreporte issue   application   adobe,ronna mashreporte issue application adobe
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,10-11-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
AM,Windows / OS,United States,Deskside,Reported Issue - Application - Windows 10,Y,17-01-2023,Incident,         reported issue  application  windows 10,          report issue   application   window 10,report issue application window
AM,Network,United States,Deskside,Reported Issue - Network - Other,Y,16-11-2022,Incident,                  reported issue  network  other,                   report issue   network   other,report issue network
AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,11-11-2022,Incident,            internet  network connectivity issues,             internet   network connectivity issue,internet network connectivity issue
AM,,United States,Deskside,Personal Recovery Key Invalid - macOS,Y,17-12-2022,Incident,             personal recovery key invalid  macos,              personal recovery key invalid   macos,personal recovery key invalid macos
AM,,United States,Deskside,Personal Recovery Key Invalid - macOS,Y,14-11-2022,Incident,             personal recovery key invalid  macos,              personal recovery key invalid   macos,personal recovery key invalid macos
AM,,United States,Deskside,Personal Recovery Key Invalid - macOS,Y,09-11-2022,Incident,             personal recovery key invalid  macos,              personal recovery key invalid   macos,personal recovery key invalid macos
EMEA,,Germany,Deskside,Reported Issue - Other / Miscellaneous,Y,10-11-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,10-11-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,11-11-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
EMEA,Email,Poland,Deskside,Email - Other reported,Y,10-11-2022,Incident,                            email  other reported,                             email   other report,
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,10-11-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,10-11-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,09-11-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
EMEA,Windows / OS,Spain,Deskside,Reported Issue - Other / Miscellaneous - Expideted,Y,28-11-2022,Incident,reported issue  other  miscellaneous  expideted,report issue   other   miscellaneous   expidete,report issue miscellaneous expidete
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop Headphone audio not working on BT only when wired,Y,10-11-2022,Incident,hardware issue  laptop headphone audio not wor,hardware issue   laptop headphone audio not wor,hardware issue laptop headphone audio
EMEA,Hardware,Poland,Deskside,Reported Issue - Hardware - Monitor,Y,30-11-2022,Incident,               reported issue  hardware  monitor,                report issue   hardware   monitor,report issue hardware monitor
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,15-11-2022,Incident,               hardware issue  laptop performance,                hardware issue   laptop performance,hardware issue laptop performance
AM,,United States,Deskside,Chad Buch- unable to change desktop background image back to a nice image,Y,15-11-2022,Incident,chad buch unable to change desktop background ,chad buch unable to change desktop background,chad buch desktop background
AM,Hardware,United States,Deskside,Hardware Issue - Docker Update Install - Requires Admin Credentials,Y,10-11-2022,Incident,hardware issue  docker update install  requir,hardware issue   docker update install   requir,hardware issue docker update install requir
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station,Y,21-11-2022,Incident,                  hardware issue  docking station,                   hardware issue   docking station,hardware issue
AM,Password,United States,Deskside,Michael Shenot Password Reset Assistance,Y,10-11-2022,Incident,          michael shenot password reset assistance,           michael shenot password reset assistance,michael shenot password reset assistance
AM,Password,United States,Deskside,Email - Need password prompt,Y,10-11-2022,Incident,                      email  need password prompt,                       email   need password prompt,email need password
EMEA,Laptop,United Kingdom,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,22-11-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop Camera,Y,11-11-2022,Incident,                    hardware issue  laptop camera,                     hardware issue   laptop camera,hardware issue laptop camera
AM,M365,United States,Deskside,Microsoft Office - Word app (Docs. not being saved),Y,06-12-2022,Incident,microsoft office  word app docs not being sa,microsoft office   word app doc not be sa,microsoft office word app doc
AM,M365,United States,Deskside,Microsoft SQL Server -  redownload SSMS,Y,21-11-2022,Incident,           microsoft sql server   redownload ssms,            microsoft sql server    redownload ssm,microsoft sql server redownload ssm
AM,Email,United States,Deskside,Outlook - Issues ,Y,14-11-2022,Incident,                                 outlook  issues ,                                  outlook   issue,outlook issue
AM,M365,United States,Deskside,Microsoft Teams - Meeting invites issues,Y,14-11-2022,Incident,          microsoft teams  meeting invites issues,           microsoft team   meeting invite issue,microsoft team meeting invite issue
AM,Windows / OS,United States,Deskside,Background-Screen personalization,Y,18-11-2022,Incident,                 backgroundscreen personalization,                  backgroundscreen personalization,backgroundscreen personalization
AM,,United States,Deskside,Security - Antivirus is expired,Y,14-11-2022,Incident,                   security  antivirus is expired,                    security   antivirus be expire,security antivirus
EMEA,Phishing,United Kingdom,Deskside,Suspected malware on mxjllljbmm6m3,Y,07-12-2022,Incident,                suspected malware on mxjllljbmm6m3,                 suspect malware on mxjllljbmm6m3,
AM,Hardware,Canada,Deskside,Hardware Issue - Docking Station Monitor Connection Issues.,Y,14-11-2022,Incident,hardware issue  docking station monitor connec,hardware issue   docking station monitor connec,hardware issue station monitor connec
AM,,United States,Deskside,Software issue - Powerpoint Issues ,Y,16-11-2022,Incident,               software issue  powerpoint issues ,                software issue   powerpoint issue,software issue powerpoint issue
AM,M365,United States,Deskside,Microsoft Teams - Unable to see a dialpad on teams application,Y,09-11-2022,Incident,microsoft teams  unable to see a dialpad on te,microsoft team   unable to see a dialpad on te,microsoft team
AM,M365,United States,Deskside,Microsoft Office - Sync Issues with several Office applications.,Y,23-11-2022,Incident,microsoft office  sync issues with several off,microsoft office   sync issue with several off,microsoft office sync issue
AM,,United States,Deskside,Photoshop - Application Issues.,Y,09-12-2022,Incident,                   photoshop  application issues,                    photoshop   application issue,photoshop application issue
AM,Laptop,United States,Deskside,Hardware Issue - Laptop - Personalize background screen picture not working,Y,10-11-2022,Incident,hardware issue  laptop  personalize backgroun,hardware issue   laptop   personalize backgroun,hardware issue laptop personalize backgroun
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Battery Issues.,Y,29-11-2022,Incident,           hardware issue  laptop battery issues,            hardware issue   laptop battery issue,hardware issue laptop battery issue
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,14-02-2023,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station,Y,10-11-2022,Incident,                  hardware issue  docking station,                   hardware issue   docking station,hardware issue
AM,,United States,Deskside,Transferring date from a client's computer to a JLL computer ,Y,16-11-2022,Incident,transferring date from a clients computer to a,transfer date from a client computer to a,client computer
AM,,United States,Deskside,Reported Issue - Application - Zoom - Actioned ,Y,18-11-2022,Incident,   reported issue  application  zoom  actioned ,    report issue   application   zoom   action,report issue application zoom action
AM,Network,United States,Deskside,Internet - Network connectivity issues Tampa ,Y,05-12-2022,Incident,     internet  network connectivity issues tampa ,      internet   network connectivity issue tampa,internet network connectivity issue tampa
AM,,United States,Deskside,Fiery Driver - Pop-up,Y,10-11-2022,Incident,                             fiery driver  popup,                              fiery driver   popup,fiery driver popup
AM,Email,Canada,Deskside,Email - Other reported,Y,17-11-2022,Incident,                            email  other reported,                             email   other report,
AM,,United States,Deskside,Adobe Acrobat Pro - ,Y,10-11-2022,Incident,                              adobe acrobat pro  ,                               adobe acrobat pro  ,adobe acrobat
AM,Printer,United States,Deskside,Hardware Issue - Printer,Y,18-11-2022,Incident,                          hardware issue  printer,                           hardware issue   printer,hardware issue printer
AM,Active Directory,United States,Deskside,Reported Issue - Application - Tableau (Global),Y,11-11-2022,Incident,   reported issue  application  tableau global,    report issue   application   tableau global,report issue application tableau
AM,Laptop,United States,Deskside,URGENT - Hardware Issue - Laptop Performance,Y,14-11-2022,Incident,      urgent  hardware issue  laptop performance,       urgent   hardware issue   laptop performance,urgent hardware issue laptop performance
AM,Laptop,United States,Deskside,Security - Assistance on Jaime.Aguilar's laptop.,Y,23-11-2022,Incident,  security  assistance on jaimeaguilars laptop,   security   assistance on jaimeaguilar laptop,security assistance jaimeaguilar laptop
AM,,United States,Deskside,Adobe Acrobat Pro sign issue ,Y,17-11-2022,Incident,                     adobe acrobat pro sign issue ,                      adobe acrobat pro sign issue,adobe acrobat pro sign issue
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,18-11-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
AM,Windows / OS,Canada,Deskside,Software -  How to shrink  the size of a recording.,Y,11-11-2022,Incident,software   how to shrink  the size of a record,software    how to shrink   the size of a record,
AM,M365,United States,Deskside,JLL Teams Audio issue,Y,14-11-2022,Incident,                             jll teams audio issue,                              jll team audio issue,jll team audio issue
AM,,United States,Deskside,Excel - Freezen,Y,11-11-2022,Incident,                                   excel  freezen,                                    excel   freezen,excel freezen
AM,,United States,Deskside,Outlook - Application not connecting to the server. ,Y,11-11-2022,Incident,outlook  application not connecting to the ser,outlook   application not connect to the ser,outlook application
AM,,United States,Deskside,Software - Admin credentials needed to install applications,Y,15-11-2022,Incident,software  admin credentials needed to install ,software   admin credential need to install,software admin credential need
AM,Access,United States,Deskside,RSTUDIO / STATA - Access request,Y,11-11-2022,Incident,                  rstudio  stata  access request,                   rstudio   stata   access request,rstudio stata access request
AM,Network,United States,Deskside,Network Drive - Other Issue,Y,10-11-2022,Incident,                       network drive  other issue,                        network drive   other issue,network drive
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - IM/Chat/Desktop Client Function,Y,11-11-2022,Incident,reported issue  application  microsoft teams ,report issue   application   microsoft team,report issue application microsoft team
AM,Network,United States,Deskside,Internet - Network connectivity issues - Urgent,Y,10-11-2022,Incident,   internet  network connectivity issues  urgent,    internet   network connectivity issue   urgent,internet network connectivity issue
AM,Network,United States,Deskside,Network Account - Issues to setup the JLL Google Account,Y,15-11-2022,Incident,network account  issues to setup the jll googl,network account   issue to setup the jll googl,network account issue jll googl
AM,Windows / OS,United States,Deskside,Local Admin Rights - Unable to install applications,Y,09-11-2022,Incident,local admin rights  unable to install applicat,local admin right   unable to install applicat,local admin install applicat
AM,Laptop,United States,Deskside,Software Issue - Laptop,Y,10-11-2022,Incident,                           software issue  laptop,                            software issue   laptop,software issue laptop
AM,,United States,Deskside,Adobe Acrobat Pro - Installation Request.,Y,10-11-2022,Incident,         adobe acrobat pro  installation request,          adobe acrobat pro   installation request,adobe acrobat pro installation request
AM,Okta,Costa Rica,Deskside,App - Okta -  issues,Y,02-12-2022,Incident,                              app  okta   issues,                               app   okta    issue,app okta issue
AP,Laptop,Australia,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,09-11-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
AM,Laptop,United States,Deskside,Sadhana Bandakunta- Laptop not working,Y,25-11-2022,Incident,            sadhana bandakunta laptop not working,             sadhana bandakunta laptop not work,sadhana bandakunta laptop
AM,Windows / OS,United States,Deskside,Windows - Clock issues ,Y,11-11-2022,Incident,                           windows  clock issues ,                            window   clock issue,window clock issue
AM,Laptop,United States,Deskside,Hardware Issue - Laptop battery issues,Y,14-11-2022,Incident,            hardware issue  laptop battery issues,             hardware issue   laptop battery issue,hardware issue laptop battery issue
AM,Laptop,United States,Deskside,Windows 10 - Laptop Issues.,Y,18-11-2022,Incident,                       windows 10  laptop issues,                        window 10   laptop issue,laptop issue
AP,Printer,Australia,Deskside,Reported Issue - Hardware - Printer,Y,14-11-2022,Incident,               reported issue  hardware  printer,                report issue   hardware   printer,report issue hardware printer
AM,Laptop,United States,Deskside,Hardware Issue - Laptop battery issues,Y,11-11-2022,Incident,            hardware issue  laptop battery issues,             hardware issue   laptop battery issue,hardware issue laptop battery issue
AP,,Australia,Deskside,Application Issue - Adobe Acrobat or Nitro PDF,Y,17-11-2022,Incident,    application issue  adobe acrobat or nitro pdf,     application issue   adobe acrobat or nitro pdf,application issue adobe acrobat nitro pdf
AP,Printer,Australia,Deskside,Hardware Issue - Printer,Y,10-11-2022,Incident,                          hardware issue  printer,                           hardware issue   printer,hardware issue printer
AP,Windows / OS,Australia,Deskside,Windows 10 Issues - Driver Update,Y,11-11-2022,Incident,                 windows 10 issues  driver update,                  window 10 issue   driver update,issue driver update
AP,,Australia,Deskside,Application Issue - Adobe Acrobat or Nitro PDF,Y,10-11-2022,Incident,    application issue  adobe acrobat or nitro pdf,     application issue   adobe acrobat or nitro pdf,application issue adobe acrobat nitro pdf
AP,M365,Singapore,Deskside,MS Teams unable to share PPT to the VCmeeting,Y,16-11-2022,Incident,     ms teams unable to share ppt to the vcmeeting,      ms team unable to share ppt to the vcmeeting,ms team
AM,,India,Deskside,Christy Thomas - TSC please assign to relevant desk side for action,Y,18-11-2022,Incident,christy thomas  tsc please assign to relevant ,christy thomas   tsc please assign to relevant,christy thomas tsc
AM,Windows / OS,India,Deskside,TSC please assign to relevant desk side for action,Y,28-11-2022,Incident,tsc please assign to relevant desk side for action,tsc please assign to relevant desk side for action,relevant desk side
AP,,Australia,Deskside,Reported Issue - Office Technology,Y,14-11-2022,Incident,                reported issue  office technology,                 report issue   office technology,report issue office technology
AP,Windows / OS,Hong Kong,Deskside,AutoCAD and ghost touch issue,Y,27-11-2022,Incident,                     autocad and ghost touch issue,                      autocad and ghost touch issue,ghost touch issue
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop Screen Damaged,Y,30-11-2022,Incident,            hardware issue  laptop screen damaged,             hardware issue   laptop screen damage,hardware issue laptop screen damage
AP,,China,Deskside,Chrome - Translate Malfunction and Mouse issue,Y,14-11-2022,Incident,    chrome  translate malfunction and mouse issue,     chrome   translate malfunction and mouse issue,mouse issue
EMEA,,Germany,Deskside,Reported Issue - Other / Miscellaneous,Y,21-11-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AP,M365,Hong Kong,Deskside,Resolved - Unable add teams meeting in outlook,Y,10-11-2022,Incident,    resolved  unable add teams meeting in outlook,     resolve   unable add team meet in outlook,team meet
EMEA,Mobile Device,Italy,Deskside,*** VIP ***Reported Issue - Hardware - Smartphone_Mobile,Y,14-11-2022,Incident, vip reported issue  hardware  smartpho,  vip report issue   hardware   smartpho,vip report issue hardware smartpho
EMEA,Email,Germany,Deskside,Email - Issue sending or receiving reported,Y,16-11-2022,Incident,       email  issue sending or receiving reported,        email   issue send or receiving report,email issue
EMEA,Laptop,France,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,26-12-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
AP,,China,Deskside,APAC - Frequent Lock Out,Y,14-11-2022,Incident,                          apac  frequent lock out,                           apac   frequent lock out,frequent lock
EMEA,Laptop,Germany,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,24-11-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
EMEA,,United Kingdom,Deskside,Reported Issue - Application - ,Y,25-11-2022,Incident,                   reported issue  application  ,                    report issue   application  ,report issue application
EMEA,,South Africa,Deskside,Reported Issue - Other / Miscellaneous,Y,14-11-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AP,Active Directory,China,Deskside,Frequent account lockouts - Cherrie.Wang,Y,14-11-2022,Incident,          frequent account lockouts  cherriewang,           frequent account lockout   cherriewang,frequent account lockout cherriewang
AP,Network,India,Deskside,Network Issues,Y,16-11-2022,Incident,                                    network issues,                                     network issue,network issue
EMEA,Laptop,Switzerland,Deskside,Hardware Issue - Laptop,Y,02-12-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop BT Dongle issue,Y,11-11-2022,Incident,           hardware issue  laptop bt dongle issue,            hardware issue   laptop bt dongle issue,hardware issue laptop bt dongle issue
AM,Laptop,United States,Deskside,Hardware Issue - Laptop crashing/not reacting ,Y,18-11-2022,Incident,    hardware issue  laptop crashingnot reacting ,     hardware issue   laptop crashingnot react,hardware issue laptop crashingnot
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop - Headphone issue,Y,10-11-2022,Incident,         hardware issue  laptop  headphone issue,          hardware issue   laptop   headphone issue,hardware issue laptop headphone issue
AM,Access,United States,Deskside,BAC - Outlook - Cannot access from computer & phone,Y,10-11-2022,Incident,bac  outlook  cannot access from computer  p,bac   outlook   can not access from computer   p,bac outlook computer p
EMEA,Windows / OS,Saudi Arabia,Deskside,Reported Issue - Other / Miscellaneous,Y,10-11-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,Windows / OS,United States,Deskside,Windows 10 -  Error message,Y,11-11-2022,Incident,                       windows 10   error message,                        window 10    error message,error message
AM,Network,United States,Deskside,Network Drive - Resolving issues with drives,Y,15-11-2022,Incident,      network drive  resolving issues with drives,       network drive   resolve issue with drive,network drive
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,18-11-2022,Incident,               hardware issue  laptop performance,                hardware issue   laptop performance,hardware issue laptop performance
AM,Access,United States,Deskside,Benjamin Norgle-Bluebeam  -  Access issues,Y,11-11-2022,Incident,        benjamin norglebluebeam    access issues,         benjamin norglebluebeam     access issue,benjamin norglebluebeam access issue
EMEA,Email,Germany,Deskside,Email - Issue sending or receiving reported,Y,08-12-2022,Incident,       email  issue sending or receiving reported,        email   issue send or receiving report,email issue
AM,Laptop,United States,Deskside,BAC Hardware Issue - Laptop Performance,Y,22-11-2022,Incident,           bac hardware issue  laptop performance,            bac hardware issue   laptop performance,bac hardware issue laptop performance
EMEA,Access,United Kingdom,Deskside,Hardware Issue - Accessories,Y,10-11-2022,Incident,                      hardware issue  accessories,                       hardware issue   accessory,hardware issue accessory
AM,Laptop,United States,Deskside,HARD DOWN Hardware Issue - Laptop Not starting,Y,11-11-2022,Incident,    hard down hardware issue  laptop not starting,     hard down hardware issue   laptop not start,hardware issue laptop
AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,15-11-2022,Incident,               network issues  vpn  connectivity,                network issue   vpn   connectivity,network issue vpn connectivity
AM,,Canada,Deskside,Acrobat Standard DC - Unable to use it,Y,14-11-2022,Incident,            acrobat standard dc  unable to use it,             acrobat standard dc   unable to use it,standard dc
AM,M365,United States,Deskside,Microsoft Teams - Slowness / Performance,Y,18-11-2022,Incident,          microsoft teams  slowness  performance,           microsoft team   slowness   performance,microsoft team slowness performance
EMEA,Windows / OS,Poland,Deskside,Reported Issue - Office Technology,Y,11-11-2022,Incident,                reported issue  office technology,                 report issue   office technology,report issue office technology
AM,,United States,Deskside,Software - PDF files are defaulting to Chrome even though Adobe Acrobat is listed as the default app to open .pdf files,Y,11-11-2022,Incident,software  pdf files are defaulting to chrome e,software   pdf file be default to chrome e,software pdf file chrome e
AM,,United States,Deskside,Local Admin Rights - Unable to install applications,Y,11-11-2022,Incident,local admin rights  unable to install applicat,local admin right   unable to install applicat,local admin install applicat
EMEA,Laptop,Egypt,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,10-11-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
AM,Laptop,United States,Deskside,Hardawe  Issue - Laptop Cisco Anyconnect Causing Hard Drive Failure - Actioned Pending Closure. ,Y,14-11-2022,Incident,hardawe  issue  laptop cisco anyconnect causin,hardawe   issue   laptop cisco anyconnect causin,hardawe issue laptop cisco anyconnect causin
AM,Active Directory,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,15-11-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,Printer,United States,Deskside,Danny Murtaugh - Reported Issue - Hardware - Printer,Y,15-11-2022,Incident,danny murtaugh  reported issue  hardware  pr,danny murtaugh   report issue   hardware   pr,danny murtaugh report issue hardware pr
AM,Windows / OS,United States,Deskside,Admin Rights - Set PDF,Y,07-12-2022,Incident,                            admin rights  set pdf,                             admin right   set pdf,
AM,M365,United States,Deskside,Microsoft Teams - Audio issues,Y,11-11-2022,Incident,                    microsoft teams  audio issues,                     microsoft team   audio issue,microsoft team audio issue
AM,Printer,United States,Deskside,Hardware - Assistance needed to install home printer,Y,14-11-2022,Incident,hardware  assistance needed to install home pr,hardware   assistance need to install home pr,hardware assistance need install home pr
AM,Laptop,United States,Deskside,Laptop - Firey Driver ,Y,26-11-2022,Incident,                            laptop  firey driver ,                             laptop   firey driver,laptop firey driver
AM,Laptop,United States,Deskside,Hardaware Issue - Laptop,Y,22-11-2022,Incident,                          hardaware issue  laptop,                           hardaware issue   laptop,hardaware issue laptop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Desktop background updates,Y,21-11-2022,Incident,hardware issue  laptop desktop background updates,hardware issue   laptop desktop background update,hardware issue laptop desktop background update
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Performance/Memory Issue,Y,17-11-2022,Incident,jll hardware issue  laptop performancememory ,jll hardware issue   laptop performancememory,jll hardware issue laptop performancememory
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Mouse,Y,10-11-2022,Incident,                     hardware issue  laptop mouse,                      hardware issue   laptop mouse,hardware issue laptop mouse
AM,Windows / OS,United States,Deskside,JLL Windows 10 repetetive issues - Blue Screen (BSOD),Y,14-11-2022,Incident,jll windows 10 repetetive issues  blue screen ,jll window 10 repetetive issue   blue screen,jll window repetetive issue blue screen
AM,,United States,Deskside,"Software - Admin credentials needed to download ""IBM Cognos Office Reporting TM1"" for PAX",Y,14-11-2022,Incident,software  admin credentials needed to download,software   admin credential need to download,software admin credential need
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop,Y,15-11-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,14-11-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
AM,M365,United States,Deskside,Microsoft Project - Admin credentials needed to install software,Y,16-11-2022,Incident,microsoft project  admin credentials needed to,microsoft project   admin credential need to,microsoft project admin credential need
AM,,United States,Deskside,JLL  Excel  auto save issues,Y,18-11-2022,Incident,                      jll  excel  auto save issues,                       jll   excel   auto save issue,jll excel auto
AM,Windows / OS,United States,Deskside,Software - Admin rights needed to install Jabra Direct,Y,16-11-2022,Incident,software  admin rights needed to install jabra,software   admin right need to install jabra,software admin install jabra
AM,Network,United States,Deskside,Network Account - Off Network Computer Login Issue,Y,10-11-2022,Incident,network account  off network computer login issue,network account   off network computer login issue,network account network computer login issue
EMEA,,Germany,Deskside,Reported Issue - Application - Argo.Web,Y,24-11-2022,Incident,           reported issue  application  argoweb,            report issue   application   argoweb,report issue application argoweb
AM,,United States,Deskside,URGENT!!! - Application Issue - Adobe Acrobat Reader - Unable to save PDF as Excel files ,Y,11-11-2022,Incident,urgent  application issue  adobe acrobat r,urgent   application issue   adobe acrobat r,urgent application issue adobe acrobat r
EMEA,,Saudi Arabia,Deskside,Reported Issue - Other / Miscellaneous,Y,21-11-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,Network,Canada,Deskside,Network Account - Off Network Computer Login Issue,Y,10-11-2022,Incident,network account  off network computer login issue,network account   off network computer login issue,network account network computer login issue
AP,Windows / OS,India,Deskside,Application Issues,Y,11-11-2022,Incident,                                application issues,                                 application issue,application issue
AM,Laptop,United States,Deskside,HARD DOWN - Laptop_Desktop Issue  sertag 8KDX173,Y,24-11-2022,Incident,  hard down  laptop_desktop issue  sertag 8kdx173,   hard down   laptop_desktop issue   sertag 8kdx173,laptop_desktop issue sertag 8kdx173
