desc,Cleaned_Column,Lemmatized_Column,topic_percent,topic,top_words,subtopic,subtopic_name
"Node Name: usauitadmust01

IP address: 10.50.63.163

CPU Utilization: 100 %

Alert Time: Thursday, June 2, 2022 8:38 AM

Severity: Critical

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:61948

Alert Name: Baseline_Win_CPU utilization_Critical
","node name 

ip address 

cpu utilization  

alert time thursday june    am

severity critical

alert details 

alert name baseline_win_cpu utilization_critical
","node name 

 ip address 

 cpu utilization  

 alert time thursday june     be 

 severity critical 

 alert detail 

 alert name baseline_win_cpu utilization_critical 
",78.33096923393657,6,utilization_critical-cpu,,
"Node Name: GJDEWEB01
IP address: 192.168.51.45
Alert Time: Thursday, June 2, 2022 9:01 AM
Severity: warning
Current memory utilization :  84 % 

Free Memory Available : 16 % 

Total Memory : 15.0 G

Memory Used : 12.6 G

Memory Available : 2.4 G 

View full device details here: https://solarwinds.wescoair.com:443/Orion/NetPerfMon/NodeDetails.aspx?NetObject=N:448.
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85510
Click here to acknowledge the alert: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=85510

Alert Name: JDE_Server_Memory utilization_Warning
","node name 
ip address 
alert time thursday june    am
severity warning
current memory utilization     

free memory available    

total memory   g

memory used   g

memory available   g 

view full device details here 
view full alert details here 
click here to acknowledge the alert 

alert name jde_server_memory utilization_warning
","node name 
 ip address 
 alert time thursday june     be 
 severity warn 
 current memory utilization     

 free memory available    

 total memory    g 

 memory use    g 

 memory available    g 

 view full device detail here 
 view full alert detail here 
 click here to acknowledge the alert 

 alert name jde_server_memory utilization_warne 
",79.37898631117667,2,memory-available,,
"Node Name: AUS-MCL01

IP address: 192.168.11.199

CPU Utilization: 91 %

Alert Time: Thursday, June 2, 2022 9:17 AM

Severity: Warning

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:95080

Alert Name: Baseline_Win_CPU utilization_Warning
","node name 

ip address 

cpu utilization  

alert time thursday june    am

severity warning

alert details 

alert name baseline_win_cpu utilization_warning
","node name 

 ip address 

 cpu utilization  

 alert time thursday june     be 

 severity warning 

 alert detail 

 alert name baseline_win_cpu utilization_warne 
",78.09921965917015,4,warning-utilization_warne,,
"Node Name: tcmprd-haasr05.tcmis.com

IP address: 192.168.251.90

Alert Time: Thursday, June 2, 2022 9:44 AM

Severity: Warning

Current memory utilization:  82 % 

Memory Utilization: 12.8 G

View full device details here: https://solarwinds.wescoair.com:443/Orion/NetPerfMon/NodeDetails.aspx?NetObject=N:1576.
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:80992
Click here to acknowledge the alert: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=80992

Alert Name: Prod_Linux_Server _Memory utilization_Warning -Threshold -2
If this alert is not acknowledged, additional email reminders will be sent every 7 days. If you acknowledge this alert, you are now responsible for resolving this issue.
","node name 

ip address 

alert time thursday june    am

severity warning

current memory utilization    

memory utilization  g

view full device details here 
view full alert details here 
click here to acknowledge the alert 

alert name prod_linux_server _memory utilization_warning threshold 
if this alert is not acknowledged additional email reminders will be sent every  days if you acknowledge this alert you are now responsible for resolving this issue
","node name 

 ip address 

 alert time thursday june     be 

 severity warn 

 current memory utilization    

 memory utilization   g 

 view full device detail here 
 view full alert detail here 
 click here to acknowledge the alert 

 alert name prod_linux_server _ memory utilization_warne threshold 
 if this alert be not acknowledge additional email reminder will be send every   day if you acknowledge this alert you be now responsible for resolve this issue 
",83.2980915749115,2,memory-available,,
"Node Name: tcmdev-ws01.tcmis.com

IP address: 192.168.251.142

Alert Time: Thursday, June 2, 2022 10:24 AM

Severity: Warning

Current memory utilization:  87 % 

Memory Utilization: 13.6 G

View full device details here: https://solarwinds.wescoair.com:443/Orion/NetPerfMon/NodeDetails.aspx?NetObject=N:3620.
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81710
Click here to acknowledge the alert: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=81710

Alert Name: Non-Prod_Linux_Server _Memory utilization_Warning -Threshold -2
If this alert is not acknowledged, additional email reminders will be sent every 7 days. If you acknowledge this alert, you are now responsible for resolving this issue.
","node name 

ip address 

alert time thursday june    am

severity warning

current memory utilization    

memory utilization  g

view full device details here 
view full alert details here 
click here to acknowledge the alert 

alert name nonprod_linux_server _memory utilization_warning threshold 
if this alert is not acknowledged additional email reminders will be sent every  days if you acknowledge this alert you are now responsible for resolving this issue
","node name 

 ip address 

 alert time thursday june     be 

 severity warn 

 current memory utilization    

 memory utilization   g 

 view full device detail here 
 view full alert detail here 
 click here to acknowledge the alert 

 alert name nonprod_linux_server _ memory utilization_warne threshold 
 if this alert be not acknowledge additional email reminder will be send every   day if you acknowledge this alert you be now responsible for resolve this issue 
",83.16134657486865,2,memory-available,,
"Volume: XA6530-C:\ Label: 88E6AF70
Total size: 73.2 G
Percent used: 80 %
Space available: 14.3 G
Percent available: 20 %
Node Description: Windows 2008 R2 Server
IP Address: 192.168.52.10

This issue occurred on Thursday, June 2, 2022 10:43 AM CT.
      
Alert Name: Citrix_ Windows_Disk utilization_Warning -Threshold -1
View full device details here: https://AUS-ORIONAPP01:443/Orion/View.aspx?NetObject=V:1862
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81154
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=81154
If this alert is not acknowledged, additional email reminders will be sent every 7 days. If you acknowledge this alert, you are now responsible for resolving this issue.
","volume  label 
total size  g
percent used  
space available  g
percent available  
node description windows   server
ip address 

this issue occurred on thursday june    am ct
      
alert name citrix_ windows_disk utilization_warning threshold 
view full device details here 
view full alert details here 
to claim ownership of this issue 
if this alert is not acknowledged additional email reminders will be sent every  days if you acknowledge this alert you are now responsible for resolving this issue
","volume   label 
 total size   g 
 percent use  
 space available   g 
 percent available  
 node description window    server 
 ip address 

 this issue occur on thursday june     be ct 
      
 alert name citrix _ windows_disk utilization_warne threshold 
 view full device detail here 
 view full alert detail here 
 to claim ownership of this issue 
 if this alert be not acknowledge additional email reminder will be send every   day if you acknowledge this alert you be now responsible for resolve this issue 
",86.04294098476343,5,issue-percent,,
"Node Name: AUS-BI02

IP address: 192.168.11.63

CPU Utilization: 92 %

Alert Time: Thursday, June 2, 2022 10:47 AM

Severity: Warning

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:70879

Alert Name: Baseline_Win_CPU utilization_Warning
","node name 

ip address 

cpu utilization  

alert time thursday june    am

severity warning

alert details 

alert name baseline_win_cpu utilization_warning
","node name 

 ip address 

 cpu utilization  

 alert time thursday june     be 

 severity warning 

 alert detail 

 alert name baseline_win_cpu utilization_warne 
",78.09921965917015,4,warning-utilization_warne,,
"Application: Microsoft IIS
Application Component: Sites(Down), HTTP Bindings Monitor (moveitdmz)(Down), SSL Certificate Monitor (moveitdmz)(Unknown)
Application State: Down
Node: G-MOVEITT1
Node Description: Windows 2019 Server
IP Address: 192.168.48.203

This issue occurred on Thursday, June 2, 2022 11:16 AM CT.
      
View full device details here: https://AUS-ORIONAPP01:443/Orion/View.aspx?NetObject=AA:7032
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:94939
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=94939

NOTE:
If this alert is not acknowledged, additional email reminders will be sent every 7 days.If you acknowledge this alert, you are now responsible for resolving this issue.
Ruby Winds | Monitoring  
Email: ruby.winds@wescoair.com | Web: www.wescoair.com 
","application microsoft iis
application component sitesdown http bindings monitor moveitdmzdown ssl certificate monitor moveitdmzunknown
application state down
node 
node description windows  server
ip address 

this issue occurred on thursday june    am ct
      
view full device details here 
view full alert details here 
to claim ownership of this issue 

note
if this alert is not acknowledged additional email reminders will be sent every  daysif you acknowledge this alert you are now responsible for resolving this issue
ruby winds  monitoring  
email rubywindswescoaircom  web wwwwescoaircom 
","application microsoft iis 
 application component sitesdown http binding monitor moveitdmzdown ssl certificate monitor moveitdmzunknown 
 application state down 
 node 
 node description window   server 
 ip address 

 this issue occur on thursday june     be ct 
      
 view full device detail here 
 view full alert detail here 
 to claim ownership of this issue 

 note 
 if this alert be not acknowledge additional email reminder will be send every   daysif you acknowledge this alert you be now responsible for resolve this issue 
 ruby wind   monitor  
 email rubywindswescoaircom   web wwwwescoaircom 
",86.59959562811792,3,application-issue,,
"Volume: XA6516-C:\ Label: 88E6AF70
Total size: 73.2 G
Percent used: 80 %
Space available: 14.5 G
Percent available: 20 %
Node Description: Windows 2008 R2 Server
IP Address: 192.168.52.76

This issue occurred on Thursday, June 2, 2022 11:48 AM CT.
      
Alert Name: Citrix_ Windows_Disk utilization_Warning -Threshold -1
View full device details here: https://AUS-ORIONAPP01:443/Orion/View.aspx?NetObject=V:2007
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81187
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=81187
If this alert is not acknowledged, additional email reminders will be sent every 7 days. If you acknowledge this alert, you are now responsible for resolving this issue.
","volume  label 
total size  g
percent used  
space available  g
percent available  
node description windows   server
ip address 

this issue occurred on thursday june    am ct
      
alert name citrix_ windows_disk utilization_warning threshold 
view full device details here 
view full alert details here 
to claim ownership of this issue 
if this alert is not acknowledged additional email reminders will be sent every  days if you acknowledge this alert you are now responsible for resolving this issue
","volume   label 
 total size   g 
 percent use  
 space available   g 
 percent available  
 node description window    server 
 ip address 

 this issue occur on thursday june     be ct 
      
 alert name citrix _ windows_disk utilization_warne threshold 
 view full device detail here 
 view full alert detail here 
 to claim ownership of this issue 
 if this alert be not acknowledge additional email reminder will be send every   day if you acknowledge this alert you be now responsible for resolve this issue 
",86.04294098476343,5,issue-percent,,
"Node Name: AUS-ADMT01

IP address: 192.168.11.46

CPU Utilization: 100 %

Alert Time: Thursday, June 2, 2022 12:02 PM

Severity: Critical

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:62298

Alert Name: Baseline_Win_CPU utilization_Critical
","node name 

ip address 

cpu utilization  

alert time thursday june    pm

severity critical

alert details 

alert name baseline_win_cpu utilization_critical
","node name 

 ip address 

 cpu utilization  

 alert time thursday june     pm 

 severity critical 

 alert detail 

 alert name baseline_win_cpu utilization_critical 
",79.14005146678723,6,utilization_critical-cpu,,
"Node Name: tcmprd-haasr06.tcmis.com

IP address: 192.168.251.68

Alert Time: Thursday, June 2, 2022 12:04 PM

Severity: Warning

Current memory utilization:  81 % 

Memory Utilization: 12.6 G

View full device details here: https://solarwinds.wescoair.com:443/Orion/NetPerfMon/NodeDetails.aspx?NetObject=N:1577.
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81233
Click here to acknowledge the alert: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=81233

Alert Name: Prod_Linux_Server _Memory utilization_Warning -Threshold -2
If this alert is not acknowledged, additional email reminders will be sent every 7 days. If you acknowledge this alert, you are now responsible for resolving this issue.
","node name 

ip address 

alert time thursday june    pm

severity warning

current memory utilization    

memory utilization  g

view full device details here 
view full alert details here 
click here to acknowledge the alert 

alert name prod_linux_server _memory utilization_warning threshold 
if this alert is not acknowledged additional email reminders will be sent every  days if you acknowledge this alert you are now responsible for resolving this issue
","node name 

 ip address 

 alert time thursday june     pm 

 severity warn 

 current memory utilization    

 memory utilization   g 

 view full device detail here 
 view full alert detail here 
 click here to acknowledge the alert 

 alert name prod_linux_server _ memory utilization_warne threshold 
 if this alert be not acknowledge additional email reminder will be send every   day if you acknowledge this alert you be now responsible for resolve this issue 
",83.59279806714738,2,memory-available,,
"Node Name:tcmtm-ws01.haasgroupintl.com

Node Description: net-snmp - Linux

Volume Name: /var
% Available: 10 %

Space available: 764 M

Total size: 7.6 G

Percent used: 90 %

This issue occurred on Thursday, June 2, 2022 12:08 PM CT.
      
View full device details here: https://AUS-ORIONAPP01:443/Orion/View.aspx?NetObject=V:13456
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:92701
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=92701

NOTE:
If this alert is not acknowledged, additional email reminders will be sent every 7 days.If you acknowledge this alert, you are now responsible for resolving this issue.
Ruby Winds | Monitoring  
Email: ruby.winds@wescoair.com | Web: www.wescoair.com 
","node 

node description netsnmp  linux

volume name var
 available  

space available  m

total size  g

percent used  

this issue occurred on thursday june    pm ct
      
view full device details here 
view full alert details here 
to claim ownership of this issue 

note
if this alert is not acknowledged additional email reminders will be sent every  daysif you acknowledge this alert you are now responsible for resolving this issue
ruby winds  monitoring  
email rubywindswescoaircom  web wwwwescoaircom 
","node 

 node description netsnmp   linux 

 volume name var 
  available  

 space available   m 

 total size   g 

 percent use  

 this issue occur on thursday june     pm ct 
      
 view full device detail here 
 view full alert detail here 
 to claim ownership of this issue 

 note 
 if this alert be not acknowledge additional email reminder will be send every   daysif you acknowledge this alert you be now responsible for resolve this issue 
 ruby wind   monitor  
 email rubywindswescoaircom   web wwwwescoaircom 
",48.875461712419046,5,issue-percent,1,var
"Volume: XA6526-C:\ Label: 88E6AF70
Total size: 73.2 G
Percent used: 80 %
Space available: 14.6 G
Percent available: 20 %
Node Description: Windows 2008 R2 Server
IP Address: 192.168.52.6

This issue occurred on Thursday, June 2, 2022 12:53 PM CT.
      
Alert Name: Citrix_ Windows_Disk utilization_Warning -Threshold -1
View full device details here: https://AUS-ORIONAPP01:443/Orion/View.aspx?NetObject=V:1846
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81097
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=81097
If this alert is not acknowledged, additional email reminders will be sent every 7 days. If you acknowledge this alert, you are now responsible for resolving this issue.
","volume  label 
total size  g
percent used  
space available  g
percent available  
node description windows   server
ip address 

this issue occurred on thursday june    pm ct
      
alert name citrix_ windows_disk utilization_warning threshold 
view full device details here 
view full alert details here 
to claim ownership of this issue 
if this alert is not acknowledged additional email reminders will be sent every  days if you acknowledge this alert you are now responsible for resolving this issue
","volume   label 
 total size   g 
 percent use  
 space available   g 
 percent available  
 node description window    server 
 ip address 

 this issue occur on thursday june     pm ct 
      
 alert name citrix _ windows_disk utilization_warne threshold 
 view full device detail here 
 view full alert detail here 
 to claim ownership of this issue 
 if this alert be not acknowledge additional email reminder will be send every   day if you acknowledge this alert you be now responsible for resolve this issue 
",86.22549267414708,5,issue-percent,,
"Volume: XA6511-C:\ Label: 88E6AF70
Total size: 73.2 G
Percent used: 81 %
Space available: 14.0 G
Percent available: 19 %
Node Description: Windows 2008 R2 Server
IP Address: 192.168.52.71

This issue occurred on Thursday, June 2, 2022 1:28 PM CT.
      
Alert Name: Citrix_ Windows_Disk utilization_Warning -Threshold -1
View full device details here: https://AUS-ORIONAPP01:443/Orion/View.aspx?NetObject=V:1975
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81171
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=81171
If this alert is not acknowledged, additional email reminders will be sent every 7 days. If you acknowledge this alert, you are now responsible for resolving this issue.
","volume  label 
total size  g
percent used  
space available  g
percent available  
node description windows   server
ip address 

this issue occurred on thursday june    pm ct
      
alert name citrix_ windows_disk utilization_warning threshold 
view full device details here 
view full alert details here 
to claim ownership of this issue 
if this alert is not acknowledged additional email reminders will be sent every  days if you acknowledge this alert you are now responsible for resolving this issue
","volume   label 
 total size   g 
 percent use  
 space available   g 
 percent available  
 node description window    server 
 ip address 

 this issue occur on thursday june     pm ct 
      
 alert name citrix _ windows_disk utilization_warne threshold 
 view full device detail here 
 view full alert detail here 
 to claim ownership of this issue 
 if this alert be not acknowledge additional email reminder will be send every   day if you acknowledge this alert you be now responsible for resolve this issue 
",86.22549267414708,5,issue-percent,,
"Application: M5 Monitoring Tomcat 
Application Component: http://tcmprd-ws05:8080/tcmIS/monitoring/tomcatping.jsp(Down), http://tcmprd-ws05.tcmis.com/tcmIS/haas/home.do(Down), http://tcmprd-ws05/tcmIS/monitoring/tomcatping.jsp(Down)
Application State: Down
Node: tcmprd-ws05.tcmis.com
Node Description: net-snmp - Linux
IP Address: 192.168.251.85
This issue occurred on Thursday, June 2, 2022 1:35 PM CT.
     
Alert Name: M5 Monitoring

View full device details here: https://AUS-ORIONAPP01:443/Orion/View.aspx?NetObject=AA:3507
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:71488
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=71488

If this alert is not acknowledged, additional email reminders will be sent every 7 days If you acknowledge this alert, you are now responsible for resolving this issue.
","application  monitoring tomcat 
application component   
application state down
node 
node description netsnmp  linux
ip address 
this issue occurred on thursday june    pm ct
     
alert name  monitoring

view full device details here 
view full alert details here 
to claim ownership of this issue 

if this alert is not acknowledged additional email reminders will be sent every  days if you acknowledge this alert you are now responsible for resolving this issue
","application   monitor tomcat 
 application component   
 application state down 
 node 
 node description netsnmp   linux 
 ip address 
 this issue occur on thursday june     pm ct 
     
 alert name   monitoring 

 view full device detail here 
 view full alert detail here 
 to claim ownership of this issue 

 if this alert be not acknowledge additional email reminder will be send every   day if you acknowledge this alert you be now responsible for resolve this issue 
",84.32951477757415,1,application-issue,,
"Node Name: apexprd-wlogic01.haasgroupintl.com

IP address: 192.168.11.176

Alert Time: Thursday, June 2, 2022 1:54 PM

Severity: Warning

Current memory utilization:  81 % 

Memory Utilization: 26.8 G

View full device details here: https://solarwinds.wescoair.com:443/Orion/NetPerfMon/NodeDetails.aspx?NetObject=N:3110.
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:80993
Click here to acknowledge the alert: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=80993

Alert Name: Prod_Linux_Server _Memory utilization_Warning -Threshold -2
If this alert is not acknowledged, additional email reminders will be sent every 7 days. If you acknowledge this alert, you are now responsible for resolving this issue.
","node name 

ip address 

alert time thursday june    pm

severity warning

current memory utilization    

memory utilization  g

view full device details here 
view full alert details here 
click here to acknowledge the alert 

alert name prod_linux_server _memory utilization_warning threshold 
if this alert is not acknowledged additional email reminders will be sent every  days if you acknowledge this alert you are now responsible for resolving this issue
","node name 

 ip address 

 alert time thursday june     pm 

 severity warn 

 current memory utilization    

 memory utilization   g 

 view full device detail here 
 view full alert detail here 
 click here to acknowledge the alert 

 alert name prod_linux_server _ memory utilization_warne threshold 
 if this alert be not acknowledge additional email reminder will be send every   day if you acknowledge this alert you be now responsible for resolve this issue 
",83.59279806714738,2,memory-available,,
"Node Name: ADAVIIS01

IP address: 10.140.40.102

CPU Utilization: 100 %

Alert Time: Thursday, June 2, 2022 2:17 PM

Severity: Critical

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:91832

Alert Name: Baseline_Win_CPU utilization_Critical
","node name 

ip address 

cpu utilization  

alert time thursday june    pm

severity critical

alert details 

alert name baseline_win_cpu utilization_critical
","node name 

 ip address 

 cpu utilization  

 alert time thursday june     pm 

 severity critical 

 alert detail 

 alert name baseline_win_cpu utilization_critical 
",79.14005146678723,6,utilization_critical-cpu,,
"Application: JDE_Webserver_services
Application Component: Process: Java(Critical)
Application State: Critical
Node: GJDEWEB05
Node Description: Windows 2012 R2 Server
IP Address: 192.168.51.49

This issue occurred on Thursday, June 2, 2022 2:38 PM CT.
      
View full device details here: https://AUS-ORIONAPP01:443/Orion/View.aspx?NetObject=AA:2573
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85485
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=85485

NOTE:
If this alert is not acknowledged, additional email reminders will be sent every 7 days.If you acknowledge this alert, you are now responsible for resolving this issue.
Ruby Winds | Monitoring  
Email: ruby.winds@wescoair.com | Web: www.wescoair.com ","application jde_webserver_services
application component process javacritical
application state critical
node 
node description windows   server
ip address 

this issue occurred on thursday june    pm ct
      
view full device details here 
view full alert details here 
to claim ownership of this issue 

note
if this alert is not acknowledged additional email reminders will be sent every  daysif you acknowledge this alert you are now responsible for resolving this issue
ruby winds  monitoring  
email rubywindswescoaircom  web wwwwescoaircom ","application jde_webserver_service 
 application component process javacritical 
 application state critical 
 node 
 node description window    server 
 ip address 

 this issue occur on thursday june     pm ct 
      
 view full device detail here 
 view full alert detail here 
 to claim ownership of this issue 

 note 
 if this alert be not acknowledge additional email reminder will be send every   daysif you acknowledge this alert you be now responsible for resolve this issue 
 ruby wind   monitor  
 email rubywindswescoaircom   web wwwwescoaircom",86.01758551636816,3,application-issue,,
"Application: Microsoft IIS
Application Component: Sites(Down), HTTP Bindings Monitor (moveitdmz)(Down), SSL Certificate Monitor (moveitdmz)(Unknown)
Application State: Down
Node: G-MOVEITT1
Node Description: Windows 2019 Server
IP Address: 192.168.48.203

This issue occurred on Thursday, June 2, 2022 3:01 PM CT.
      
View full device details here: https://AUS-ORIONAPP01:443/Orion/View.aspx?NetObject=AA:7032
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:94939
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=94939

NOTE:
If this alert is not acknowledged, additional email reminders will be sent every 7 days.If you acknowledge this alert, you are now responsible for resolving this issue.
Ruby Winds | Monitoring  
Email: ruby.winds@wescoair.com | Web: www.wescoair.com 
","application microsoft iis
application component sitesdown http bindings monitor moveitdmzdown ssl certificate monitor moveitdmzunknown
application state down
node 
node description windows  server
ip address 

this issue occurred on thursday june    pm ct
      
view full device details here 
view full alert details here 
to claim ownership of this issue 

note
if this alert is not acknowledged additional email reminders will be sent every  daysif you acknowledge this alert you are now responsible for resolving this issue
ruby winds  monitoring  
email rubywindswescoaircom  web wwwwescoaircom 
","application microsoft iis 
 application component sitesdown http binding monitor moveitdmzdown ssl certificate monitor moveitdmzunknown 
 application state down 
 node 
 node description window   server 
 ip address 

 this issue occur on thursday june     pm ct 
      
 view full device detail here 
 view full alert detail here 
 to claim ownership of this issue 

 note 
 if this alert be not acknowledge additional email reminder will be send every   daysif you acknowledge this alert you be now responsible for resolve this issue 
 ruby wind   monitor  
 email rubywindswescoaircom   web wwwwescoaircom 
",86.73097412187525,3,application-issue,,
"Node Name: GJDEWEB05

IP address: 192.168.51.49

CPU Utilization: 100 %

Alert Time: JDE_server_CPU utilization_Critical

Severity: Critical

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:85482

Alert Name: JDE_server_CPU utilization_Critical
","node name 

ip address 

cpu utilization  

alert time jde_server_cpu utilization_critical

severity critical

alert details 

alert name jde_server_cpu utilization_critical
","node name 

 ip address 

 cpu utilization  

 alert time jde_server_cpu utilization_critical 

 severity critical 

 alert detail 

 alert name jde_server_cpu utilization_critical 
",72.72160489487854,6,utilization_critical-cpu,,
"Application: SQL Components 

Application Component: SQL Server (MSSQLSERVER)

Application State: Warning

Node Name :  GBDVSMS0

IP Address: 10.224.96.180

Component Statistic Data: 

Component Message: 

This issue occurred on Thursday, June 2, 2022 3:21 PM CT.
      
View full device details here: https://AUS-ORIONAPP01:443/Orion/View.aspx?NetObject=AM:95038
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:82738
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=82738

NOTE:
If this alert is not acknowledged, additional email reminders will be sent every 7 days.If you acknowledge this alert, you are now responsible for resolving this issue.
Ruby Winds | Monitoring  
Email: ruby.winds@wescoair.com | Web: www.wescoair.com 
","application sql components 

application component sql server mssqlserver

application state warning

node name   

ip address 

component statistic data 

component message 

this issue occurred on thursday june    pm ct
      
view full device details here 
view full alert details here 
to claim ownership of this issue 

note
if this alert is not acknowledged additional email reminders will be sent every  daysif you acknowledge this alert you are now responsible for resolving this issue
ruby winds  monitoring  
email rubywindswescoaircom  web wwwwescoaircom 
","application sql component 

 application component sql server mssqlserver 

 application state warning 

 node name   

 ip address 

 component statistic datum 

 component message 

 this issue occur on thursday june     pm ct 
      
 view full device detail here 
 view full alert detail here 
 to claim ownership of this issue 

 note 
 if this alert be not acknowledge additional email reminder will be send every   daysif you acknowledge this alert you be now responsible for resolve this issue 
 ruby wind   monitor  
 email rubywindswescoaircom   web wwwwescoaircom 
",85.16960698532607,3,application-issue,,
"Node Name: VALDC01
IP address: 192.168.49.88
Alert Time: Thursday, June 2, 2022 3:37 PM
Severity: Warning
Current memory utilization :  94 % 

Free Memory Available : 6 % 

Total Memory : 4.0 G

Memory Used : 3.8 G

Memory Available : 241 M 

View full device details here: https://solarwinds.wescoair.com:443/Orion/NetPerfMon/NodeDetails.aspx?NetObject=N:379.
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97239
Click here to acknowledge the alert: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=97239

Alert Name: Baseline_Win_Memory utilization_Threshold-2
","node name 
ip address 
alert time thursday june    pm
severity warning
current memory utilization     

free memory available    

total memory   g

memory used   g

memory available   m 

view full device details here 
view full alert details here 
click here to acknowledge the alert 

alert name baseline_win_memory 
","node name 
 ip address 
 alert time thursday june     pm 
 severity warn 
 current memory utilization     

 free memory available    

 total memory    g 

 memory use    g 

 memory available    m 

 view full device detail here 
 view full alert detail here 
 click here to acknowledge the alert 

 alert name baseline_win_memory 
",79.09755357909974,2,memory-available,,
"Node Name: GJDEWEB05

IP address: 192.168.51.49

Alert Time: Thursday, June 2, 2022 4:34 PM
Severity: Critical
CPU Utilization:  100 %

Alert Details: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:71461
Alert Name: Windows_CPU utilization_Critical - Auto ticket Creation
To claim ownership of this issue: https://solarwinds.wescoair.com:443/Orion/Netperfmon/AckAlert.aspx?AlertDefID=71461

If this alert is not acknowledged, additional email reminders will be sent every 7 days. If you acknowledge this alert, you are now responsible for resolving this issue.
","node name 

ip address 

alert time thursday june    pm
severity critical
cpu utilization   

alert details 
alert name windows_cpu utilization_critical  auto ticket creation
to claim ownership of this issue 

if this alert is not acknowledged additional email reminders will be sent every  days if you acknowledge this alert you are now responsible for resolving this issue
","node name 

 ip address 

 alert time thursday june     pm 
 severity critical 
 cpu utilization   

 alert detail 
 alert name windows_cpu utilization_critical   auto ticket creation 
 to claim ownership of this issue 

 if this alert be not acknowledge additional email reminder will be send every   day if you acknowledge this alert you be now responsible for resolve this issue 
",49.81896736700642,3,application-issue,0,windows_cpu
