close notes,resolver grp,summary,Cleaned_Column
"Issue Identification: NODE Down ALERT: XA6525 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6525 is Down,"issue identification node down alert xa6525 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6526 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6526 is Down,"issue identification node down alert xa6526 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6527 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6527 is Down,"issue identification node down alert xa6527 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6528 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6528 is Down,"issue identification node down alert xa6528 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6530 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6530 is Down,"issue identification node down alert xa6530 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6539 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6539 is Down,"issue identification node down alert xa6539 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6529  is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6529 is Down,"issue identification node down alert xa6529  is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6538 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6538 is Down,"issue identification node down alert xa6538 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA65ADMIN01 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA65ADMIN01 is Down,"issue identification node down alert xa65admin01 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT:XA65ADMIN02  is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA65ADMIN02 is Down,"issue identification node down alertxa65admin02  is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6501 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6501 is Down,"issue identification node down alert xa6501 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6505 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6505 is Down,"issue identification node down alert xa6505 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6502 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. 
",Citrix Support,NODE Down ALERT: XA6502 is Down,"issue identification node down alert xa6502 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes 
"
"Issue Identification: NODE Down ALERT: XA6503 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6503 is Down,"issue identification node down alert xa6503 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6504 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6504 is Down,"issue identification node down alert xa6504 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6506  is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6506 is Down,"issue identification node down alert xa6506  is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6507 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6507 is Down,"issue identification node down alert xa6507 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6508 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6508 is Down,"issue identification node down alert xa6508 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6509 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6509 is Down,"issue identification node down alert xa6509 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6511 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6511 is Down,"issue identification node down alert xa6511 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6510 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6510 is Down,"issue identification node down alert xa6510 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6513 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6513 is Down,"issue identification node down alert xa6513 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6516 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6516 is Down,"issue identification node down alert xa6516 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6514 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6514 is Down,"issue identification node down alert xa6514 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6515 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6515 is Down,"issue identification node down alert xa6515 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6512 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6512 is Down,"issue identification node down alert xa6512 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA65SPEC01  is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA65SPEC01 is Down,"issue identification node down alert xa65spec01  is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6517 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6517 is Down,"issue identification node down alert xa6517 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6520 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6520 is Down,"issue identification node down alert xa6520 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6518 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6518 is Down,"issue identification node down alert xa6518 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA65SPEC02  is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA65SPEC02 is Down,"issue identification node down alert xa65spec02  is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6519 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6519 is Down,"issue identification node down alert xa6519 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6540 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6540 is Down,"issue identification node down alert xa6540 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6541 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6541 is Down,"issue identification node down alert xa6541 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6542 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6542 is Down,"issue identification node down alert xa6542 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6543 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6543 is Down,"issue identification node down alert xa6543 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6547 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6547 is Down,"issue identification node down alert xa6547 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes "
"Issue Identification: NODE Down ALERT: XA6546 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. 
",Citrix Support,NODE Down ALERT: XA6546 is Down,"issue identification node down alert xa6546 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted it after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes 
"
"Issue Identification: NODE Down ALERT: XA6544 is Down. 
Resolution: Due to selected one of the PVS server (XAPVS601) is not responding mode and TFTP service also stope mode, So we have rebooted, After restart it's working fine.Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. 
",Citrix Support,NODE Down ALERT: XA6544 is Down,"issue identification node down alert xa6544 is down 
resolution due to selected one of the pvs server xapvs601 is not responding mode and tftp service also stope mode so we have rebooted after restart its working finenow all servers are getting booted 
solarwinds confirmation yesno  yes 
"
"Issue Identification: NODE Down ALERT: XA6545 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. 
",Citrix Support,NODE Down ALERT: XA6545 is Down,"issue identification node down alert xa6545 is down 
resolution due to selected one of the pvs servers xapvs601 is not responding mode and tftp service also stope mode so we rebooted after restart its working fine now all servers are getting booted 
solarwinds confirmation yesno  yes 
"
"Issue Identification: CPU Utilization on GBDVSMS0 is Critical	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on GBDVSMS0 is Critical	,"issue identification cpu utilization on gbdvsms0 is critical	
resolution alert reset  issue detected as resolved by orion after the cleared the unused sessions its come down 
solarwinds confirmation yesno  yes"
"Application: citrix Xen App Provisioning Servers 

Application Component: Citrix PVS TFTP Service(Up), Citrix PVS Stream Service(Up), Citrix PVS Two-Stage Boot Service(Up), Citrix PVS Soap Server(Up) 

Application State: Up

Node: XAPVS601

Node Description: Windows 2008 R2 Server

IP Address: 192.168.52.81

This issue occurred on Friday, June 10, 2022 1:42 AM CT.
",Citrix Support,Critical ALERT:  A citrix Xen App Provisioning Servers component  on XAPVS601 is Down,"application citrix xen app provisioning servers 

application component citrix pvs tftp serviceup citrix pvs stream serviceup citrix pvs twostage boot serviceup citrix pvs soap serverup 

application state up

node xapvs601

node description windows 2008 r2 server

ip address 1921685281

this issue occurred on friday june 10 2022 142 am ct
"
CPU utilization is normal now. Reset email generated.,Linux Support,Alert: CPU Utilization on tcmdev-ora01 is Critical,cpu utilization is normal now reset email generated
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: WAN OUTAGE 2 on US-WIT-2921-R02.wescoaircraft.com,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Service Desk,TIER 3 - Critical Device Down: IT-FRO-2960S-S01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
"Application: GEAC - Print queue monitoring 

Application Component: File Count Monitor(Up) 

Application State: Up

Node: FRTVSFM0

Node Description: Windows 2012 R2 Server

IP Address: 10.208.0.242

This issue occurred on Friday, June 10, 2022 2:07 AM CT.
",Windows Support,Critical ALERT:  A GEAC - Print queue monitoring component  on FRTVSFM0 is in a current state of: Critical,"application geac  print queue monitoring 

application component file count monitorup 

application state up

node frtvsfm0

node description windows 2012 r2 server

ip address 102080242

this issue occurred on friday june 10 2022 207 am ct
"
"Application: Microsoft IIS 

Application Component: Maximum File Cache Memory Usage (HRSelfServiceTest)(Up), Maximum File Cache Memory Usage (HRSelfServiceTestApi)(Up), Maximum File Cache Memory Usage (IdentityServer)(Up), Maximum File Cache Memory Usage (IdentityServerTest)(Up), 
Application State: Up

Node: GBVVSHR0

Node Description: Windows 2012 R2 Server

IP Address: 10.224.40.134
",Windows Support,Critical ALERT:  A Microsoft IIS component  on GBVVSHR0 is in a current state of: Down,"application microsoft iis 

application component maximum file cache memory usage hrselfservicetestup maximum file cache memory usage hrselfservicetestapiup maximum file cache memory usage identityserverup maximum file cache memory usage identityservertestup 
application state up

node gbvvshr0

node description windows 2012 r2 server

ip address 1022440134
"
"Issue Identification: CPU Utilization in XA6508 is Critical
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,Alert: CPU Utilization in XA6508 is Critical,"issue identification cpu utilization in xa6508 is critical
resolution alert reset  issue detected as resolved by orion after the cleared the unused sessions its come down 
solarwinds confirmation yesno  yes"
The team has increased the space in the D Drive. Hence it is relosved.,MS SQL Database Support,ALERT: Critical disk utilization in CAV-SQLDW03,the team has increased the space in the d drive hence it is relosved
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: US-WIT-2960XR-IDF1-S01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
After schedule reboot the space will get cleared.Alert reset - issue detected as resolved by Orion,Citrix Support,ALERT: DISK SPACE on XA6524-C:\ Label: 88E6AF70 has currently 20 % is available,after schedule reboot the space will get clearedalert reset  issue detected as resolved by orion
"Issue Identification: CPU Utilization in XA6537 is Critical
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,Alert: CPU Utilization in XA6537 is Critical,"issue identification cpu utilization in xa6537 is critical
resolution alert reset  issue detected as resolved by orion after the cleared the unused sessions its come down 
solarwinds confirmation yesno  yes"
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",MS SQL Database Support,ALERT: DISK SPACE on CAV-SQLDW01-E:\ Label:SQL_DATA 34580907 has currently 15 % is available,"alert reset  issue detected as resolved by orion
orion alert details"
Backlogs cleared.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBDVSFM0 is in a current state of: Critical,backlogs cleared
"Node status: Up
Node: GBVVSML8
Node Description: Windows 2016 Server
IP Address: 10.224.40.57


This issue occurred on Friday, June 10, 2022 4:08 AM CT.
",Windows Support, NODE ALERT: GBVVSML8 is Down,"node status up
node gbvvsml8
node description windows 2016 server
ip address 102244057


this issue occurred on friday june 10 2022 408 am ct
"
"Alert reset - issue detected as resolved by Orion, After clear the background process it's come down.",Windows Support,Warning Alert: Memory Utilization on GBDVSMS0 is : 94 %,alert reset  issue detected as resolved by orion after clear the background process its come down
Backlogs cleared.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on FRTVSFM0 is in a current state of: Critical,backlogs cleared
Backlogs cleared.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on FRTVSFM0 is in a current state of: Critical,backlogs cleared
"Hello all,
Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Ravi Varma",JDE CNC Technical,Alert: Memory Utilization on GJDEWEB01 is in warning,"hello all
web instances are working fine and cpu utilization is normal after restart 
qc passed successfully i am resolving the incident now
please reopen the incident if further assistance is needed

regards
ravi varma"
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: CA-QUE-BOM1-C1111-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
"Issue Identification: CPU Utilization on AUS-BIPRD-PUB02 is Warning	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on AUS-BI02 is Critical	,"issue identification cpu utilization on ausbiprdpub02 is warning	
resolution alert reset  issue detected as resolved by orion after the cleared the unused sessions its come down 
solarwinds confirmation yesno  yes"
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Alert: CPU Utilization on GBVVSDV1 is Warning	,resolution notes copied from parent incident issue resolved
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: UK-CAM-891-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Warning Alert: Memory Utilization on GBVVSSQ10 is : 95 %,resolution notes copied from parent incident issue resolved
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Warning Alert: Memory Utilization on gbdvssq0 is : 95 %,resolution notes copied from parent incident issue resolved
Alert reset - issue detected as resolved by Orion.,Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - Cambridge-M?arshall - EMEA - The Airport Newmarket Road, Cambridge, Cambridges?hire CB58RX, UK",alert reset  issue detected as resolved by orion
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Alert: CPU Utilization on AUS-BI01 is Critical	,resolution notes copied from parent incident issue resolved
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Warning Alert: Memory Utilization on GBVVSCL3 is : 94 %,resolution notes copied from parent incident issue resolved
Backlogs are cleared.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on FRTVSFM0 is in a current state of: Critical,backlogs are cleared
