num,ptio,summ,notes,Cleaned_Column
INC0112679,2 - High, NODE ALERT: GBVVSML5 is Down,"Resolution notes copied from Parent Incident: Hyper V server got rebooted , Logs taken and sent to Dell team to review since the mother board has replaced recently", node alert  is down
INC0112680,2 - High, NODE ALERT: GBVVSUST0 is Down,"Resolution notes copied from Parent Incident: Hyper V server got rebooted , Logs taken and sent to Dell team to review since the mother board has replaced recently", node alert  is down
INC0112683,2 - High, NODE ALERT: GBVC1HV0 is Down,"Hyper V server got rebooted , Logs taken and sent to Dell team to review since the mother board has replaced recently", node alert  is down
INC0112684,2 - High, NODE ALERT: GBVVSML6 is Down,"Resolution notes copied from Parent Incident: Hyper V server got rebooted , Logs taken and sent to Dell team to review since the mother board has replaced recently", node alert  is down
INC0112687,3 - Moderate,Warning Alert: Memory Utilization on GBVC0HV0 is : 97 %,"Resolution notes copied from Parent Incident: Hyper V server got rebooted , Logs taken and sent to Dell team to review since the mother board has replaced recently",warning alert memory utilization on  is   
INC0112692,2 - High,Critical ALERT:  SQL Components component  on GBVVSCM1 shows Up,"Application: SQL Components 

Application Component: SQL online

Application State: Up

Node Name : GBVVSCM1

IP Address: 10.224.40.123

Component Statistic Data: 0

Component Message: 

",critical alert  sql components component  on  shows up
INC0112695,3 - Moderate,ALERT: rtfpoc-wrk04.haasgroupintl.com is Down,Node is UP now,alert  is down
INC0112700,2 - High,Alert: CPU Utilization on AUS-BI01 is Critical	,"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",alert cpu utilization on  is critical	
INC0112704,2 - High,Critical ALERT:  SQL Components component  on GBVVSCM1 shows Down,"Application Component: Failed jobs

Application State: Up

Node Name : GBVVSCM1

IP Address: 10.224.40.123

Component Statistic Data: 0

Component Message: No failed jobs found",critical alert  sql components component  on  shows down
INC0112715,2 - High,TIER 1 - CRITICAL ALERT: US-AUS2-2921-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   critical alert  is down
INC0112716,2 - High,TIER 1 - CRITICAL ALERT: WAN Interface Unreachable on US-AUS2-2921-R01.wescoaircraft.com,Alert reset - issue detected as resolved by Orion.,tier   critical alert wan interface unreachable on 
INC0112717,2 - High,TIER 1 - CRITICAL ALERT: WAN Interface Unreachable on US-AUS2-2921-R01.wescoaircraft.com,Alert reset - issue detected as resolved by Orion.,tier   critical alert wan interface unreachable on 
INC0112722,3 - Moderate,Alert: CPU Utilization on AUS-MCL01 is Critical	,Resolution notes copied from Parent Incident: issue resolved,alert cpu utilization on  is critical	
INC0112727,2 - High,NODE Down ALERT: iDRAC-9TQS2T2 is Down,Checked the  idrac iP and found idrac IP  PING success. connected to IP and found server is back to normal,node down alert  is down
INC0112741,3 - Moderate,TIER 3 - Critical Device Down: US-CHA-891-PWR-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   critical device down  is down
INC0112742,3 - Moderate,Alert: CPU Utilization on AUS-BI01 is Warning	,"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",alert cpu utilization on  is warning	
INC0112755,3 - Moderate,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - PWC: Chatsworth - AMER - 9001 Lurline Avenue, Chatsworth, CA 91311, USA",Alert reset - issue detected as resolved by Orion.,group alert group is down  network team tickets   pwc chatsworth  amer   lurline avenue chatsworth ca  usa
INC0112756,3 - Moderate,TIER 3 - Critical Device Down: US-STU-VGT-891-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   critical device down  is down
INC0112757,3 - Moderate,ALERT: DISK SPACE on XA6522-C:\ Label: 88E6AF70 has currently 20 % is available,"Issue Identification:  DISK SPACE on XA6522-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Due to the selected VDI disk not working so we have changed the option to prod disk, Now it's working fine. 
SolarWinds Confirmation (Yes/No):  Yes.",alert disk space on  label  has currently   is available
INC0112766,3 - Moderate,Warning Alert: Memory Utilization on GBVVSDS0 is : 94 %,"Alert reset - issue detected as resolved by Orion
Orion Alert Details",warning alert memory utilization on  is   
INC0112776,2 - High,Alert: CPU Utilization on tcmprd-ws06.tcmis.com is Critical,Webserver restarted and the utilization is normal now.,alert cpu utilization on  is critical
INC0112779,2 - High,Critical ALERT:  A Microsoft IIS component  on AUS-GHS01 is in a current state of: Down,Restarted server to fix chem label issue.,critical alert  a microsoft iis component  on  is in a current state of down
INC0112781,3 - Moderate,Alert: Memory Utilization on tcmprd-ws06.tcmis.com is warning,Now the utilization is normal,alert memory utilization on  is warning
INC0112786,2 - High,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB01 is in a current state of: Critical,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash
",critical alert  a jde_webserver_services component  on  is in a current state of critical
INC0112787,2 - High,Alert: CPU Utilization in GJDEWEB01 is Critical	,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash
",alert cpu utilization in  is critical	
INC0112799,3 - Moderate,Warning Alert: Memory Utilization on USAZSCCMCAS01 is : 95 %,Alert reset - issue detected as resolved by Orion,warning alert memory utilization on  is   
INC0112804,3 - Moderate,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,Alert reset - issue detected as resolved by Orion,warning alert memory utilization on  is   
INC0112805,2 - High,Alert: CPU Utilization in GJDEWEB07 is Critical	,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash
",alert cpu utilization in  is critical	
INC0112806,4 - Low,ALERT: DISK SPACE on DALLAS-FILE01-C:\ Label: 4608119A has currently 15 % is available,"Issue Identification: ALERT: DISK SPACE on DALLAS-FILE01-C:\ Label: 4608119A has currently 15 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After clearing the Windows Team folder files of 40GB data it provides more space. 
SolarWinds Confirmation (Yes/No):  Yes",alert disk space on  label  has currently   is available
INC0112808,3 - Moderate,ALERT: DISK SPACE on XA6524-C:\ Label: 88E6AF70 has currently 20 % is available,"Issue Identification: NODE Down ALERT: XA6524 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",alert disk space on  label  has currently   is available
INC0112810,3 - Moderate,Alert: Memory Utilization on tcmprd-haasr02.tcmis.com is warning,Now the utilization is normal. Reset email generated. ,alert memory utilization on  is warning
INC0112811,3 - Moderate,Alert: CPU Utilization on G-OPTIOPD is Warning	,"Issue Identification: CPU Utilization on G-OPTIOPD is Warning	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",alert cpu utilization on goptiopd is warning	
INC0112813,3 - Moderate,TIER 3 - Critical Device Down: UK-WOL3-891F-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   critical device down  is down
INC0112814,2 - High,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws07.tcmis.com is Down,Webserver restarted and the component is UP now.,critical alert  a tcmis services  component  on  is down
INC0112816,2 - High,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws07.tcmis.com is Down,Webserver restarted and the component is UP now.,alert  a  monitoring tomcat component  on  is down
INC0112821,2 - High,Alert: CPU Utilization on TXAU-MLEINTEST1 is Critical	,"Issue Identification: CPU Utilization on TXAU-MLEINTEST1 is Critical	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",alert cpu utilization on  is critical	
INC0112822,3 - Moderate,ALERT: DISK SPACE on XA6515-C:\ Label: 88E6AF70 has currently 20 % is available,"Issue Identification: ALERT: DISK SPACE on XA6515-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",alert disk space on  label  has currently   is available
INC0112823,3 - Moderate,TIER 3 - Critical Device Down: US-EUC-C1111-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   critical device down  is down
INC0112825,2 - High, NODE ALERT: ITEST2.WESCOHQ.COM is Down,Service is up and running, node alert  is down
INC0112826,2 - High,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws04.tcmis.com is Down,Webserver restarted and the component is UP now.,critical alert  a tcmis services  component  on  is down
INC0112827,2 - High,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws04.tcmis.com is Down,Webserver restarted and the component is UP now.,alert  a  monitoring tomcat component  on  is down
INC0112828,2 - High,Critical ALERT:  A MoveIT Transfer Server component  on G-MOVEITDMZ01 is in a current state of: Down,Alert reset - issue detected as resolved by Orion,critical alert  a moveit transfer server component  on  is in a current state of down
INC0112829,4 - Low, NODE ALERT: VALJDELOG01 has rebooted,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash
", node alert  has rebooted
INC0112830,3 - Moderate,TIER 3 - Critical Device Down: CN-HAN-C1111-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   critical device down  is down
INC0112831,4 - Low, NODE ALERT: DEVJDEJAS2 has rebooted,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash
", node alert  has rebooted
INC0112832,2 - High,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Critical	,"Issue Identification: CPU Utilization on AUS-BIPRD-PUB02 is Warning	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",alert cpu utilization on  is critical	
INC0112836,2 - High,Critical ALERT:  A Distributed File System (DFS) component  on AUS-DFS01 is in a current state of: Down,"Application: Distributed File System (DFS) 

Application Component: DFS Namespace(Up), Service: DFS Namespace(Up), Service: DFS Replication(Up), DFS Replication State(Up), DFS Volume State(Up), Warning: Failed to Contact Configuration on DC(Up), Warning: Staging Space above High Watermark(Up), Warning: Failed to Clean Old Staging Data(Up), Warning: Staging Space above Staging Quota(Up), Warning: File Prevented from Replication(Up), Warning: No Configured Connections for Replication Folder(Up), Error: Failed to Contact DC(Up), Error: Replication Stopped(Up), Error: File Changed on Multiple Servers(Up), Error: Communication with Partner(Up), Error: Host Unreachable(Up), Error: Partner Didn't Recognize the Connection(Up), Error: Connection with Partner Removed or Disabled(Up), Error: Invalid Local Path to Replication Folder(Up), Warning: No Free Space for Replication(Up), DFS Replication(Up) 

Application State: Up

Node: AUS-DFS01

Node Description: Windows 2012 R2 Server

IP Address: 192.168.11.58

This issue occurred on Thursday, June 9, 2022 11:07 PM CT.
",critical alert  a distributed file system dfs component  on  is in a current state of down
INC0112837,2 - High,Alert: CPU Utilization on GBVVSDV0 is Critical	,"Issue Identification: CPU Utilization on GBVVSDV0 is Critical	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",alert cpu utilization on  is critical	
INC0112838,3 - Moderate,Warning Alert: Memory Utilization on SGSVSMS0 is : 94 %,"Issue Identification: Memory Utilization on SGSVSMS0 is : 94 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",warning alert memory utilization on  is   
INC0112839,2 - High,Critical ALERT:  A GEAC - Print queue monitoring component  on GBDVSFM0 is in a current state of: Critical,"Application: GEAC - Print queue monitoring 

Application Component: File Count Monitor(Up) 

Application State: Up

Node: GBDVSFM0

Node Description: Windows 2012 R2 Server

IP Address: 10.224.96.242

This issue occurred on Thursday, June 9, 2022 11:32 PM CT.
",critical alert  a geac  print queue monitoring component  on  is in a current state of critical
INC0112840,2 - High,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,"Application: GEAC - Print queue monitoring 

Application Component: File Count Monitor(Up) 

Application State: Up

Node: GBSVSFM0

Node Description: Windows 2012 R2 Server

IP Address: 10.224.16.246

This issue occurred on Friday, June 10, 2022 2:12 AM CT.
",critical alert  a geac  print queue monitoring component  on  is in a current state of critical
INC0112841,2 - High,Critical ALERT:  A GEAC - Print queue monitoring component  on GBVVSFM1 is in a current state of: Critical,"Application: GEAC - Print queue monitoring 

Application Component: File Count Monitor(Up) 

Application State: Up

Node: GBVVSFM1

Node Description: Windows 2012 R2 Server

IP Address: 10.224.40.243

This issue occurred on Friday, June 10, 2022 1:47 AM CT.
",critical alert  a geac  print queue monitoring component  on  is in a current state of critical
INC0112843,2 - High,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB01 is in a current state of: Down,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash
",critical alert  a jde_webserver_services component  on  is in a current state of down
INC0112844,4 - Low, NODE ALERT: GJDEWEB01 has rebooted,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash
", node alert  has rebooted
INC0112846,4 - Low, NODE ALERT: GJDEWEB07 has rebooted,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash
", node alert  has rebooted
INC0112847,2 - High,WPM Critical Alert : A Qlikview_Access Point - SIOP_LOB_ALL.QVW transaction state is Down,SIOP_LOB_ALL.QVW  working fine now,wpm critical alert  a qlikview_access point  siop_lob_allqvw transaction state is down
INC0112848,2 - High,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB07 is in a current state of: Down,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash
",critical alert  a jde_webserver_services component  on  is in a current state of down
INC0112849,3 - Moderate,Alert: Memory Utilization on tcmprd02-haasr01.tcmis.com is warning,Now the utilization is normal. Reset email generated. ,alert memory utilization on  is warning
INC0112853,2 - High,NODE Down ALERT: XA6522 is Down,"Issue Identification: NODE Down ALERT: XA6522 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112854,2 - High,NODE Down ALERT: XA6523 is Down,"Issue Identification: NODE Down ALERT: XA6523 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112855,2 - High,NODE Down ALERT: XA6521 is Down,"Issue Identification: NODE Down ALERT: XA6521  is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112856,2 - High,NODE Down ALERT: XA6524 is Down,"Issue Identification: NODE Down ALERT: XA6524 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112857,2 - High,NODE Down ALERT: XA6525 is Down,"Issue Identification: NODE Down ALERT: XA6525 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112858,2 - High,NODE Down ALERT: XA6526 is Down,"Issue Identification: NODE Down ALERT: XA6526 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112859,2 - High,NODE Down ALERT: XA6527 is Down,"Issue Identification: NODE Down ALERT: XA6527 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112860,2 - High,NODE Down ALERT: XA6528 is Down,"Issue Identification: NODE Down ALERT: XA6528 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112861,2 - High,NODE Down ALERT: XA6530 is Down,"Issue Identification: NODE Down ALERT: XA6530 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112862,2 - High,NODE Down ALERT: XA6539 is Down,"Issue Identification: NODE Down ALERT: XA6539 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112863,2 - High,NODE Down ALERT: XA6529 is Down,"Issue Identification: NODE Down ALERT: XA6529  is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112864,2 - High,NODE Down ALERT: XA6538 is Down,"Issue Identification: NODE Down ALERT: XA6538 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112865,2 - High,NODE Down ALERT: XA65ADMIN01 is Down,"Issue Identification: NODE Down ALERT: XA65ADMIN01 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112866,2 - High,NODE Down ALERT: XA65ADMIN02 is Down,"Issue Identification: NODE Down ALERT:XA65ADMIN02  is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112867,2 - High,NODE Down ALERT: XA6501 is Down,"Issue Identification: NODE Down ALERT: XA6501 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112868,2 - High,NODE Down ALERT: XA6505 is Down,"Issue Identification: NODE Down ALERT: XA6505 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112869,2 - High,NODE Down ALERT: XA6502 is Down,"Issue Identification: NODE Down ALERT: XA6502 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. 
",node down alert  is down
INC0112870,2 - High,NODE Down ALERT: XA6503 is Down,"Issue Identification: NODE Down ALERT: XA6503 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112871,2 - High,NODE Down ALERT: XA6504 is Down,"Issue Identification: NODE Down ALERT: XA6504 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112872,2 - High,NODE Down ALERT: XA6506 is Down,"Issue Identification: NODE Down ALERT: XA6506  is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112873,2 - High,NODE Down ALERT: XA6507 is Down,"Issue Identification: NODE Down ALERT: XA6507 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112874,2 - High,NODE Down ALERT: XA6508 is Down,"Issue Identification: NODE Down ALERT: XA6508 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112875,2 - High,NODE Down ALERT: XA6509 is Down,"Issue Identification: NODE Down ALERT: XA6509 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112876,2 - High,NODE Down ALERT: XA6511 is Down,"Issue Identification: NODE Down ALERT: XA6511 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112877,2 - High,NODE Down ALERT: XA6510 is Down,"Issue Identification: NODE Down ALERT: XA6510 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112878,2 - High,NODE Down ALERT: XA6513 is Down,"Issue Identification: NODE Down ALERT: XA6513 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112879,2 - High,NODE Down ALERT: XA6516 is Down,"Issue Identification: NODE Down ALERT: XA6516 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112880,2 - High,NODE Down ALERT: XA6514 is Down,"Issue Identification: NODE Down ALERT: XA6514 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112881,2 - High,NODE Down ALERT: XA6515 is Down,"Issue Identification: NODE Down ALERT: XA6515 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112882,2 - High,NODE Down ALERT: XA6512 is Down,"Issue Identification: NODE Down ALERT: XA6512 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112883,2 - High,NODE Down ALERT: XA65SPEC01 is Down,"Issue Identification: NODE Down ALERT: XA65SPEC01  is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112884,2 - High,NODE Down ALERT: XA6517 is Down,"Issue Identification: NODE Down ALERT: XA6517 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112885,2 - High,NODE Down ALERT: XA6520 is Down,"Issue Identification: NODE Down ALERT: XA6520 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112886,2 - High,NODE Down ALERT: XA6518 is Down,"Issue Identification: NODE Down ALERT: XA6518 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112887,2 - High,NODE Down ALERT: XA65SPEC02 is Down,"Issue Identification: NODE Down ALERT: XA65SPEC02  is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112888,2 - High,NODE Down ALERT: XA6519 is Down,"Issue Identification: NODE Down ALERT: XA6519 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112889,2 - High,NODE Down ALERT: XA6540 is Down,"Issue Identification: NODE Down ALERT: XA6540 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112890,2 - High,NODE Down ALERT: XA6541 is Down,"Issue Identification: NODE Down ALERT: XA6541 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112891,2 - High,NODE Down ALERT: XA6542 is Down,"Issue Identification: NODE Down ALERT: XA6542 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
INC0112892,2 - High,NODE Down ALERT: XA6543 is Down,"Issue Identification: NODE Down ALERT: XA6543 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",node down alert  is down
